sample_id,codice_caseificio,data_seduta,anno,n_immagini_fetta,n_immagini_grana,path_fetta_primaria,path_grana_primaria,paths_fetta_tutti,paths_grana_tutti,n_panelisti,flag_dati_incompleti,note_qualita,commenti_profumo,commenti_sapore,commenti_aroma,commenti_texture,commenti_struttura_pasta,commenti_colore_pasta,commenti_spessore_crosta,punteggio_profumo,punteggio_sapore,punteggio_aroma,punteggio_texture,punteggio_struttura_pasta,punteggio_colore_pasta,punteggio_spessore_crosta,punteggio_complessivo
TN326_2019-10-30,TN326,2019-10-30,2019,0,0,,,[],[],3,True,Mancano immagini FETTA; Mancano immagini GRANA; Nessun commento Aroma; Nessun commento Texture; Nessun commento Spessore della Crosta,"[""Leggero"", ""Bassa intensità""]","[""Il pizzicore moderato alla lingua sovrasta""]",[],[],"[""Fascia sotto un piatto con piccole fessure fitte""]","[""Piccola macchia rosa, più che discreto il resto""]",[],,,,,,,,
TN302_2019-03-13,TN302,2019-03-13,2018,2,2,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-13/P1a_302_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-13/P1a_302_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-13\\P1a_302_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-13\\P1b_302_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-13\\P1a_302_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-13\\P1b_302_grana.bmp""]",11,False,,"[""nella norma"", ""intensità moderata. Pane. frutta secca. latte. poca panna"", ""nella norma"", ""pasta cotta"", ""nella norma"", ""debole. poco percettibile"", ""Intensità media, all'apertura anche fruttato"", ""intenso, caratteristico, burro fuso, brodo, vegetale secco, lieve puzza di tele bagnate"", ""grana, nocciola, tostatura"", ""leggermente propionico;"", ""Tostato mburro fuso latte cotto, vegetale (fieno) e fruttato""]","[""leggero piccante"", ""il gusto è pieno, ma Salato"", ""ddpiccante"", ""leggermente acidulo"", ""salato e leggermente piccante"", ""leggermente piccante, bruciante"", ""piccantezza lieve e non spiacevole, quasi poco salato"", ""dolcezza marcata, sapidità contenuta, poco piccante, poco umami, abbastanza equilibrato"", ""leggermente saporito e piccante.... nel complesso armonico però"", ""sbilanciato il salato leggermente amaro"", ""iniziale nota acida e piccante (pungenza) nel complesso abbastanza equilibrato""]","[""panna"", ""nella norma"", ""stantio"", ""Discreta intensità, lattici cotti,"", ""domina il latte cotto, poco complesso, in bocca torna la lieve nota di tele bagnate, nota ossidata"", ""formaggio stagionato"", ""nella norma"", ""un po di latte acido""]","[""morbido granuloso impasta qualche cristalli ma lascia residuo"", ""morbido al molare, ma comunque ben friabile. cristalli presenti, pure grossi. tende, nel fine bocca ad impastarla"", ""nella norma"", ""abbastamnza morbido, microstruttura assente e pastoso, poco solubile"", ""nella norma"", ""abbastanza solubile"", ""dura, granulosa, solubile, mediamente asciutta, presenza media di microcristalli"", ""bei cristalli..., asciutto, friabile"", ""troppo tenero no grana"", ""si scioglie bene e velocemente""]","[""Frattura regolare con grana fine che forma striature"", ""Bella frattura, omogenea la grana, tendente al fine"", ""Frattura regolare,grana media ma microocchiature diffuse"", ""Rade microocch, qualche zona stirata"", ""Regolare, abbastanza fine"", ""Frattura regolare, struttura omogenea, grana fine"", ""Frattura ok ma grana grossolana pasta a tratti stirata presenza di Microocchiatura a tratti"", ""Omogenea con piccole stirature"", ""Frattura regolare grana presente tendente grossolana zone al centro con occhiatura fine"", ""Frattura regolare con ampia e diffusa impugnatura fine""]","[""Colore leggermente carico e alone centrale chiazza tende al rosato in centro"", ""Periferia chiara, centro appena più saturo"", ""Giallo tenue"", ""Omogeneo"", ""Carico ma omogeneo"", ""Leggero alone ma chiaro il resto"", ""Lieve alone centrale"", ""Giallo tendente al carico. Piccolissime aree grigie"", ""Leggero alone centrale vs un piatto"", ""Paglierino pallido con velatura grigia""]","[""Più evidente su un lato"", ""nella norma"", ""nella norma"", ""1,2 cm spessa sugli scalzi e fine su i piatti ma con unghia marcata"", ""10"", ""nella norma"", ""Mediamente 8 mm"", ""Media 1"", ""Molto spessa soprattutto sugli scalzi quasi 2cm""]",7.234545454545454,6.912727272727273,7.272727272727272,7.403636363636363,7.345454545454545,7.654545454545455,6.709090909090909,
TN316_2019-10-23,TN316,2019-10-23,2019,2,2,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/II bimestre/2019-10-23_Seduta_08/P5a_TN316_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/II bimestre/2019-10-23_Seduta_08/P5a_TN316_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-23_Seduta_08\\P5a_TN316_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-23_Seduta_08\\P5b_TN316_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-23_Seduta_08\\P5a_TN316_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-23_Seduta_08\\P5b_TN316_Grana.bmp""]",3,False,Nessun commento Aroma; Nessun commento Struttura della Pasta; Nessun commento Colore della Pasta; Nessun commento Spessore della Crosta,"[""Solvente acetone""]","[""Buon equilibrio, manca il dolce, e un po' troppo amaro""]",[],"[""Poco granuloso""]",[],[],[],,,,,,,,
TN313_2018-12-05,TN313,2018-12-05,2018,2,2,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P4a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P4a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-12-05\\P4a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-12-05\\P4b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-12-05\\P4a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-12-05\\P4b_313_grana.bmp""]",11,False,,"[""pregi e difetti...TENDENTE ALLO STALLATICO"", ""fruttato"", ""poco profumato. poco complesso"", ""stantio, passato"", ""bruciato"", ""putrido prevalente alla rottura dei pezzi"", ""difettoso, frutta fermentata, nota chimica, stantio"", ""fum[, nocciola, frytta matura"", ""stalla, insilato non positivo""]","[""TENDENTE ALL'ACIDO"", ""nessun sapore prevalente"", ""manca il salato"", ""leggermente piccante"", ""nella norma"", ""amaro"", ""[REVIEW: punteggio basso senza commento]"", ""dolce sapido con lieve nota amara, lieve astringenza"", ""equuilibrato"", ""salato e piccante non equilibrati""]","[""nella norma"", ""panna"", ""sento un po' più di latte che al naso"", ""crosta e formaggio bruciato"", ""putrido, immangiabile"", ""meglio che al naso, lattico di panna e burro con note fermentate di frutta tropicale"", ""mela, burro""]","[""DURO CON SOLUBILITà DIFFICOLTOSA;SCARSSISIMI GRANULI DI TIROSINA"", ""morbido con cristalli granuloso lascia un po di residuo"", ""molti cristalli, anche grossi. friabile, asciutto. microstruttura fine"", ""assenza di cristalli e granulosit';"", ""asciutto"", ""nella norma"", ""compatto, praticamente non granuloso, solubile,asciutto"", ""non lo so, ho docuto sputarlo"", ""cedevole, ancora umida, poco granulosa"", ""manca umidità e solubilità"", ""nella norma""]","[""Grossolana Un lato stirato Frattura gravemente irregolare"", ""Profondi avvallamenti per frattura molto irregolare"", ""Frattura pessima. Grana abbastanza omogenea, granulosa"", ""Frattura irregolare e forte striatura"", ""Microocchiatura, frattura irregolare"", ""Frattura irregolare ma buona grana"", ""Pasta compatta non granulosa, stirata, frattura irregolare,"", ""Fratture profonde, ampia zona centrale difforme dalla cornice, che è pure diversa da un sotto scalzo all altro"", ""Brutta frattura, pasta tendente allo stirato con lieve micro occhiatura e grana poco profilata"", ""Grana grossolana e frattura variabile"", ""Frattura molto pronunciate grana vs un piatto molto poco formata striature bocciatura""]","[""Colorazione carica al centro"", ""Alone centrale accentuatondalla frattura"", ""Appena più carico verso il centro, comunque tonalità poco sature"", ""leggermente alone centrale"", ""Giallo chiaro con alone più scuro"", ""Intenso e grande alone centrale"", ""Più carico al centro, lievi ombre rosate"", ""Giallo saturo abbastanza omogeneo"", ""Giallo vs carico poco uniforme""]","[""Media 9mm"", ""Colore sottocrosta sganciato sfuma verso linterno"", ""More superiore al cm"", ""nella norma"", ""nella norma"", ""0,9"", ""10"", ""nella norma"", ""Mediamente 11 mm"", ""Spigoli pronunciati media 1""]",6.569090909090909,6.579999999999999,6.858181818181818,6.618181818181818,6.545454545454546,6.818181818181818,6.945454545454546,
TN338_2018-10-24,TN338,2018-10-24,2018,2,2,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P6a_338_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P6a_338_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6a_338_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6b_338_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6a_338_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6b_338_grana.bmp""]",12,False,,"[""nocciola"", ""presenza di note un p; di stalla, insilato"", ""grana, nocciola, burro"", ""latte bruciato forse caramello vanilgia mah"", ""intensit' decisamente scarsa"", ""nella norma"", ""note mature. latte cotto. fieno"", ""cacao, caffè, tostato, cuoio, caramello - soprattutto all'apertura del barattolo, poi tostati più semplici e lattico cotto, leggermente speziato"", ""nella norma"", ""caramello, latte cotto""]","[""nella norma"", ""quasi astringente, asciug atroppo in bocca"", ""equilibrato e con note anche dolci"", ""nella norma"", ""amaro"", ""acido;amaro"", ""punge"", ""un po salato. percepisco amaro e acidit'"", ""umami intenso"", ""abbastanza equilibrato anche se percepisco una leggera nota di amaro""]","[""tostato eccessivo"", ""crosta di pane"", ""grana, burro"", ""mah"", ""nella norma"", ""non da grana emmental"", ""nella norma"", ""quasi bruciato, liquirizia, caramello, legno"", ""cotto""]","[""abbastanza duro, umido, grana fine, solubile"", ""poca microstruttura e cristalli"", ""leggermente asciutto...nel complesso bene"", ""asciutto poco solubile lascia residuo"", ""asciutto"", ""una porzione è da pasta stirata"", ""pastoso molto"", ""un pochetto morbido al morso. microastruttura carente"", ""leggera sabbiosità finale"", ""adesiva""]","[""Granulosa con area centrale stirata"", ""Disomogenea con zona stirata al centro e grana media esterna"", ""Stirato al centro. Dove non stirato la struttura é anche fine"", ""nella norma"", ""nella norma"", ""Forte striature"", ""Zone stirata, grana quasi assente"", ""nella norma"", ""Stirata centrale microocchiatura"", ""Leggermente stirato al centro, più grandioso sotto gli scalzi ma disomogeneo"", ""Grossolana e stirata. Frattura variabile"", ""Stirata poca grana cchi""]","[""Alone Centrale"", ""Alone centrale e 1 dei 2 sottoposto bianco"", ""Carico al centro"", ""nella norma"", ""Alone centrale"", ""Alone centrale più scuro"", ""Centro più scura"", ""Alone centrale e diversità sotto i due piatti"", ""Giallo medio tendente al chiaro"", ""Alone centrale molto scuro zona laterale verde""]","[""Evidente Media 11mm Spigoli almeno 20mm"", ""13"", ""nella norma"", ""Un lato crosta inferiore a1"", ""nella norma"", ""nella norma"", ""nella norma"", ""12 mm"", ""10 11"", ""Molto variabile e disomogenea, media 12 mm"", ""nella norma""]",7.045000000000001,7.125,6.864999999999999,6.685,6.591666666666666,6.483333333333333,6.566666666666666,
TN302_2021-04-07,TN302,2021-04-07,2020,0,0,,,[],[],3,True,Mancano immagini FETTA; Mancano immagini GRANA; Nessun commento Profumo; Nessun commento Sapore; Nessun commento Texture; Nessun commento Colore della Pasta,[],[],"[""Poco intenso""]",[],"[""Effetto a scaglie""]",[],"[""Spesso""]",,,,,,,,
TN307_2019-09-18,TN307,2019-09-18,2019,2,2,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/I bimestre/2019-09-18_Seduta_03/P1a_TN307_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/I bimestre/2019-09-18_Seduta_03/P1a_TN307_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\I bimestre\\2019-09-18_Seduta_03\\P1a_TN307_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\I bimestre\\2019-09-18_Seduta_03\\P1b_TN307_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\I bimestre\\2019-09-18_Seduta_03\\P1a_TN307_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\I bimestre\\2019-09-18_Seduta_03\\P1b_TN307_Grana.bmp""]",1,False,Nessun commento Sapore; Nessun commento Aroma; Nessun commento Texture; Nessun commento Struttura della Pasta; Nessun commento Colore della Pasta; Nessun commento Spessore della Crosta,"[""Balsamico liquirizia""]",[],[],[],[],[],[],,,,,,,,
TN310_2020-03-04,TN310,2020-03-04,2019,2,2,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/V bimestre/2020-03-04_Seduta_25/P3a_TN310_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/V bimestre/2020-03-04_Seduta_25/P3a_TN310_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\V bimestre\\2020-03-04_Seduta_25\\P3a_TN310_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\V bimestre\\2020-03-04_Seduta_25\\P3b_TN310_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\V bimestre\\2020-03-04_Seduta_25\\P3a_TN310_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\V bimestre\\2020-03-04_Seduta_25\\P3b_TN310_Grana.bmp""]",3,False,Nessun commento Profumo; Nessun commento Spessore della Crosta,[],"[""Amaro netto""]","[""Cacao amaro vecchio, medicinale""]","[""Friabilità e granulosità elevate""]","[""Pasta tendente al RUVIDO in una area centrale""]","[""Presenza di una potenziale macchia al centro NON CONSIDERATA NEL VOTO perché nascosta dal taglio a coltello"", ""abbastamza omogeneo""]",[],,,,,,,,
TN323_2021-12-01,TN323,2021-12-01,2021,2,2,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2021-12-01_Seduta_09/P4a_TN323_298_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2021-12-01_Seduta_09/P4a_TN323_298_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2021-12-01_Seduta_09\\P4a_TN323_298_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2021-12-01_Seduta_09\\P4b_TN323_298_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2021-12-01_Seduta_09\\P4a_TN323_298_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2021-12-01_Seduta_09\\P4b_TN323_298_Grana.bmp""]",0,True,Nessun commento,[],[],[],[],[],[],[],,,,,,,,
TN326_2022-04-06,TN326,2022-04-06,2021,2,2,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-04-06_Seduta_23/P4a_TN326_945_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-04-06_Seduta_23/P4a_TN326_945_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-04-06_Seduta_23\\P4a_TN326_945_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-04-06_Seduta_23\\P4b_TN326_945_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-04-06_Seduta_23\\P4a_TN326_945_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-04-06_Seduta_23\\P4b_TN326_945_grana.bmp""]",0,True,Nessun commento,[],[],[],[],[],[],[],,,,,,,,
TN319_2019-09-04,TN319,2019-09-04,2019,2,2,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/I bimestre/2019-09-04_Seduta_01/P2a_TN319_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/I bimestre/2019-09-04_Seduta_01/P2a_TN319_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\I bimestre\\2019-09-04_Seduta_01\\P2a_TN319_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\I bimestre\\2019-09-04_Seduta_01\\P2b_TN319_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\I bimestre\\2019-09-04_Seduta_01\\P2a_TN319_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\I bimestre\\2019-09-04_Seduta_01\\P2b_TN319_Grana.bmp""]",1,False,Nessun commento Profumo; Nessun commento Sapore; Nessun commento Texture; Nessun commento Struttura della Pasta; Nessun commento Colore della Pasta; Nessun commento Spessore della Crosta,[],[],"[""Provolone""]",[],[],[],[],,,,,,,,
TN330_2021-01-13,TN330,2021-01-13,2020,2,2,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-13_Seduta_17/P6_TN330_353_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-13_Seduta_17/P6_TN330_353_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P6_TN330_353_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P6_TN330_353_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P6_TN330_353_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P6_TN330_353_GRANA_B.bmp""]",4,False,Nessun commento Profumo; Nessun commento Spessore della Crosta,[],"[""Non dolce"", ""Contatta il leggero piccante che emerge""]","[""Non molto espressivo ma con persistenza lunga""]","[""Forse leggermente tenero""]","[""Molte fratture sotto un piatto"", ""Piccole fratture orizzontali"", ""Mezza forma presenta spacchi"", ""Peccato per disidratazione piccole fessure""]","[""Paglierino""]",[],,,,,,,,
TN305_2020-03-11,TN305,2020-03-11,2019,2,2,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/V bimestre/2020-03-11_Seduta_26/P2a_TN305_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/V bimestre/2020-03-11_Seduta_26/P2a_TN305_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\V bimestre\\2020-03-11_Seduta_26\\P2a_TN305_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\V bimestre\\2020-03-11_Seduta_26\\P2b_TN305_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\V bimestre\\2020-03-11_Seduta_26\\P2a_TN305_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\V bimestre\\2020-03-11_Seduta_26\\P2b_TN305_Grana.bmp""]",1,False,Nessun commento Profumo; Nessun commento Sapore; Nessun commento Aroma; Nessun commento Texture; Nessun commento Struttura della Pasta; Nessun commento Colore della Pasta,[],[],[],[],[],[],"[""Molto fine nei piatti!""]",,,,,,,,
TN314_2021-01-13,TN314,2021-01-13,2020,2,2,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-13_Seduta_17/P3_TN314_726_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-13_Seduta_17/P3_TN314_726_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P3_TN314_726_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P3_TN314_726_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P3_TN314_726_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P3_TN314_726_GRANA_B.bmp""]",4,False,Nessun commento Profumo; Nessun commento Aroma; Nessun commento Colore della Pasta; Nessun commento Spessore della Crosta,[],"[""Acido, amaro e salato prevalgono""]",[],"[""Astringente""]","[""Profonda fessura 7 o 8cm centrale"", ""Grana buona ma grossa fessura e occhiatura in zona angolo"", ""Enorme fessura"", ""Purtroppo presenta fessura consistente""]",[],[],,,,,,,,
TN316_2021-02-17,TN316,2021-02-17,2020,2,2,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/V bimestre/2021-02-17_Seduta_22/P2_TN316_543_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/V bimestre/2021-02-17_Seduta_22/P2_TN316_543_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\V bimestre\\2021-02-17_Seduta_22\\P2_TN316_543_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\V bimestre\\2021-02-17_Seduta_22\\P2_TN316_543_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\V bimestre\\2021-02-17_Seduta_22\\P2_TN316_543_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\V bimestre\\2021-02-17_Seduta_22\\P2_TN316_543_GRANA_B.bmp""]",7,False,,"[""All'apertura solvente liquame"", ""Media intensità"", ""Croste di polenta""]","[""Pieno""]","[""?"", ""Cristalli di sale"", ""Pera""]","[""Ingozza"", ""Leggermente asciutto?""]","[""Molto diffusa la microcchiatura anche di 1 o 2 nn è anche piccole strappi"", ""Struttura presente, disomogeneo. La spugnatura chiude il discorso"", ""Microocchiatura diffusissima"", ""Disidratata""]","[""Più saturo al centro""]","[""Enorme unghia"", ""Disomogeneo""]",,,,,,,,
TN328_2020-10-28,TN328,2020-10-28,2020,2,2,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/II bimestre/2020-10-28_Seduta_09/P6A_TN328_781_FETTA.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/II bimestre/2020-10-28_Seduta_09/P6A_TN328_781_GRANA.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\II bimestre\\2020-10-28_Seduta_09\\P6A_TN328_781_FETTA.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\II bimestre\\2020-10-28_Seduta_09\\P6B_TN328_781_FETTA.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\II bimestre\\2020-10-28_Seduta_09\\P6A_TN328_781_GRANA.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\II bimestre\\2020-10-28_Seduta_09\\P6B_TN328_781_GRANA.bmp""]",4,False,Nessun commento Colore della Pasta; Nessun commento Spessore della Crosta,"[""Soprattutto all'apertura"", ""Poco complesso"", ""Peccato per il fondo di bruciato""]","[""Equilibrio"", ""Umami contenuto, prevale tendenza dolce""]","[""Burro fresco, molto lattico""]","[""Compatto""]","[""La struttura verso gli scalzi è diversa dal centro""]",[],[],,,,,,,,
TN304_2022-02-03,TN304,2022-02-03,2021,2,2,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-02-03_Seduta_18/P1a_TN304_572_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-02-03_Seduta_18/P1a_TN304_572_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-02-03_Seduta_18\\P1a_TN304_572_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-02-03_Seduta_18\\P1b_TN304_572_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-02-03_Seduta_18\\P1a_TN304_572_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-02-03_Seduta_18\\P1b_TN304_572_grana.bmp""]",0,True,Nessun commento,[],[],[],[],[],[],[],,,,,,,,
TN306_2021-02-10,TN306,2021-02-10,2020,2,2,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-02-10_Seduta_21/P2_TN306_938_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-02-10_Seduta_21/P2_TN306_938_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-02-10_Seduta_21\\P2_TN306_938_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-02-10_Seduta_21\\P2_TN306_938_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-02-10_Seduta_21\\P2_TN306_938_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-02-10_Seduta_21\\P2_TN306_938_GRANA_B.bmp""]",2,False,Nessun commento Aroma; Nessun commento Struttura della Pasta; Nessun commento Colore della Pasta,"[""Molto complesso!""]","[""Equilibrato""]",[],"[""Solo leggermente asciutto""]",[],[],"[""1 scalzo e 1 piatto brutti"", ""Sottoscritta ampio""]",,,,,,,,
