id,classe,caption,commento_raw,commento_prenorm,anno,prodotto,panelista
1138,FUORI_ATTRIBUTO,"È poco granulosa, ancora umida, legata e poco solubile.","poco granulosa, ancora umida, legata, poco solubile","poco granulosa, ancora umida, legata, poco solubile",2018,C0C,TG_20
1139,OK,"Il formaggio si scioglie completamente e velocemente in bocca, evidenziando una buona solubilità.",il formaggio si scioglie completamente e velocemente in bocca,il formaggio si scioglie completamente e velocemente in bocca,2018,C0C,TG_35
1140,OK,"Il campione presenta una friabilità e solubilità alta, con granuli di tirosina persistenti.",friabilità e solubilità alta;granuli di tirosina presistenti,friabilità e solubilità alta;granuli di tirosina presistenti,2018,C0E,Q_02
1141,OK,"Il campione presenta una pasta friabile che si sgretola in bocca, con cristalli di tirosina ben sviluppati.",friabile si sgretola in bocca cristalli,friabile si sgretola in bocca cristalli,2018,C0E,Q_09
1142,OK,"Il campione è umido e freddo, ma presenta una pasta friabile con microstruttura fine e sabbiosa, lasciando la bocca pulita. Sono presenti cristalli, anche di dimensioni maggiori.","Umido, freddo. Ciononostante friabile in una microstruttura fine, sabbiosa. Lacia la bocca pulita. Cristalli presenti, anche grossi.","Umido, freddo. Ciononostante friabile in una microstruttura fine, sabbiosa. Lacia la bocca pulita. Cristalli presenti, anche grossi.",2018,C0E,TG_04
1143,FUORI_ATTRIBUTO,"È umido, friabile, con una strana cedevolezza e assenza di cristalli.","umido, friabile, strana cedevolezza, assenza di cristalli","umido, friabile, strana cedevolezza, assenza di cristalli",2018,C0E,TG_19
1144,OK,"Il campione è cedevole e poco consistente, disaggregato, ma presenta una buona solubilità.","cedevole, poco consistente, disaggregata, ma solubile","cedevole, poco consistente, disaggregata, ma solubile",2018,C0E,TG_20
1145,OK,Il campione presenta abbondanti cristalli e si scioglie rapidamente in bocca.,"abbondanti cristalli, il formaggio si scioglio rapidamente","abbondanti cristalli, il formaggio si scioglio rapidamente",2018,C0E,TG_35
1146,OK,"Il campione presenta assenza di cristalli di tirosina, con una friabilità e solubilità di intensità bassa.",cristalli di tirosina assenti;friabilità e solubilità intensità bassa,cristalli di tirosina assenti;friabilità e solubilità intensità bassa,2018,C0L,Q_02
1147,OK,Il campione è morbido e impasta qualche cristallo di tirosina.,morbido impasta qualche cristallo sol,morbido impasta qualche cristallo sol,2018,C0L,Q_09
1148,OK,"Il campione è morbido e cedevole al morso, con una friabilità non piena e assenza di cristalli.","Morbido, cedevole al morso. Firabilità non piena. non sento cristalli","Morbido, cedevole al morso. Firabilità non piena. non sento cristalli",2018,C0L,TG_04
1149,OK,Il campione è molto pastoso.,molto pastoso,molto pastoso,2018,C0L,TG_05
1150,OK,Il campione è pastoso.,pastoso,pastoso,2018,C0L,TG_13
1151,OK,"Il campione presenta una pasta compatta, poco friabile, poco granulosa e poco solubile.","compatto, poco friabile, poco granuloso, poco solubile","compatto, poco friabile, poco granuloso, poco solubile",2018,C0L,TG_19
1152,OK,"Il campione non è molto duro, è friabile, granuloso e mediamente solubile.","non molto dura, friabile, granulosa, mediamentesolubile","non molto dura, friabile, granulosa, mediamentesolubile",2018,C0L,TG_20
1153,OK,La bocca è abbastanza polita dopo la degustazione.,la bocca è abbastanza polita,la bocca è abbastanza polita,2018,C0L,TG_35
1154,OK,"Il campione presenta cristalli di tirosina, con solubilità e friabilità di intensità medio alta.",presenza di cristalli di tirosina;solubilità e friabilità medio alta,presenza di cristalli di tirosina;solubilità e friabilità medio alta,2018,C0M,Q_02
1155,OK,"Il campione tende un po' a compattarsi, con piccoli cristalli poco sviluppati.",tende un po a compattarsi piccoli cristalli poco sol,tende un po a compattarsi piccoli cristalli poco sol,2018,C0M,Q_09
1156,OK,"Il campione presenta cristalli percepiti, di dimensioni grossi, con una buona friabilità e non molto umido.","cristalli percepiti, grossi. friabilità buona. non molto umido","cristalli percepiti, grossi. friabilità buona. non molto umido",2018,C0M,TG_04
1157,OK,"Il campione è pastoso e poco solubile, con una certa adesività.",pastoso e poco solubile. adesivo,pastoso e poco solubile. adesivo,2018,C0M,TG_13
1158,OK,"La friabilità del campione è evidente, conferendo una piacevole sensazione al palato.",friabile,friabile,2018,C0M,TG_19
1159,OK,"Il campione presenta una struttura mediamente dura, friabile, solubile e granulosa, con pochi microcristalli.","struttura mediamente dura, friabile, solubile, granulosa, pochi microcristalli","struttura mediamente dura, friabile, solubile, granulosa, pochi microcristalli",2018,C0M,TG_20
1160,OK,"Il campione è sabbioso e granuloso, con presenza di cristalli.",sabbioso-e granuloso con cristalli,sabbioso-e granuloso con cristalli,2018,C0M,TG_35
1161,OK,Il campione presenta una pasta friabile con una solubilità di intensità media e granuli di tirosina di intensità alta.,friabilità e solubilità intensità media;granuli tirosina intesnità alta,friabilità e solubilità intensità media;granuli tirosina intesnità alta,2018,C0N,Q_02
1162,OK,Il campione è granuloso con cristalli e presenta una buona friabilità.,granoloso con cristalli friabile,granoloso con cristalli friabile,2018,C0N,Q_09
1163,OK,"Il campione è morbido e friabile, con una buona solubilità che si scioglie in bocca.","morbido, comunque friabile. si scioglie in bocca","morbido, comunque friabile. si scioglie in bocca",2018,C0N,TG_04
1164,OK,"Il campione è ancora un po' umido ma solubile, poco granuloso e presenta una presenza media di microcristalli.","ancora un po umida ma solubile, poco granulosa, presenza media di microcristalli","ancora un po umida ma solubile, poco granulosa, presenza media di microcristalli",2018,C0N,TG_20
1165,OK,Il campione presenta cristalli minuti e il formaggio sparisce rapidamente in bocca.,"Presena di cristali minuti, il formagio sparisce rapitamente in bocca","Presena di cristali minuti, il formagio sparisce rapitamente in bocca",2018,C0N,TG_35
1166,OK,"Il campione ha una leggera presenza di tirosina, con solubilità e friabilità leggera.",tirosina solubilità e friabilità leggera,tirosina solubilità e friabilità leggera,2018,C0A,Q_02
1167,OK,Il campione è asciutto e inizialmente poco solubile.,asciutto e inzialmente poco solub,asciutto e inzialmente poco solub,2018,C0A,Q_09
1168,OK,"Il campione è morbido al primo morso, ma si briciola abbastanza. I cristalli sono presenti in numero limitato.",morbido al primo morso. ciononostante si briciola abbastanza. Cristalli: non molti,morbido al primo morso. ciononostante si briciola abbastanza. Cristalli: non molti,2018,C0A,TG_04
1169,OK,Il campione presenta pochi cristalli.,pochi cristalli,pochi cristalli,2018,C0A,TG_05
1170,FUORI_ATTRIBUTO,La microstruttura è scarsa.,MICROSTRUTTURa scarsa,MICROSTRUTTURa scarsa,2018,C0A,TG_11
1171,OK,Il campione è abbastanza pastoso.,abbastanza pastoso,abbastanza pastoso,2018,C0A,TG_13
1172,OK,"Il campione è compatto e asciutto, con una grana troppo fine e nessun cristallo.","compatto e sciutto, grana troppo fine, nessun cristallo","compatto e sciutto, grana troppo fine, nessun cristallo",2018,C0A,TG_14
1173,OK,"Il campione non è molto friabile, ha una grana fine, è abbastanza solubile e presenta cristalli quasi assenti.","non molto friabile, grana fine, abbastanza solubile, quasi assenti i cristalli","non molto friabile, grana fine, abbastanza solubile, quasi assenti i cristalli",2018,C0A,TG_19
1174,OK,Il campione manca di durezza e appare leggermente asciutto.,manca un pò di durezza e appare leggermente asciutto...,manca un pò di durezza e appare leggermente asciutto...,2018,C0A,TG_24
1175,OK,Il campione è molto tenero con poca grana.,molto tenero poca grana,molto tenero poca grana,2018,C0A,TG_26
1176,OK,"Il campione presenta una leggera friabilità, solubilità e tirosina.",friabilita solubilità e tirosina leggero,friabilita solubilità e tirosina leggero,2018,C0C,Q_02
1177,OK,"Il campione è morbido e un po' umido, anche se non molto solubile e senza cristalli.",morbido un po umido anche se non molto solobile no cristalli,morbido un po umido anche se non molto solobile no cristalli,2018,C0C,Q_09
1178,OK,"Il campione si frattura in una struttura netta, mostrando una friabilità limitata. È elastico al morso del molare e ha un finale di bocca discreto, forse asciuga.","Si frattura in una struttura netta, quindi friabilità limitata. Elastico al morso del molare. finale di bocca discreto, forse asciuga","Si frattura in una struttura netta, quindi friabilità limitata. Elastico al morso del molare. finale di bocca discreto, forse asciuga",2018,C0C,TG_04
1179,OK,Il campione è friabile e solubile.,friabile e solubile,friabile e solubile,2018,C0C,TG_11
1180,OK,Il campione è pastoso.,pastoso,pastoso,2018,C0C,TG_13
1181,FUORI_ATTRIBUTO,"È pastoso, privo di grana e compatto.","pastoso, privo ddi grana, compatto","pastoso, privo ddi grana, compatto",2018,C0C,TG_14
1182,OK,"Il campione tende a essere compatto, ma mantiene una buona struttura generale.","tendente al compatto,","tendente al compatto,",2018,C0C,TG_19
1183,FUORI_ATTRIBUTO,Presenta pochi granuli ed è asciutto.,"pochi granuli, asciutto...","pochi granuli, asciutto...",2018,C0C,TG_24
1184,FUORI_ATTRIBUTO,È gommoso.,gommoso,gommoso,2018,C0C,TG_26
1185,FUORI_ATTRIBUTO,"La friabilità, solubilità e tirosina sono moderate, con una forte astringenza.",friabilità solubilità e tirosina medoreto;astringente forte,friabilità solubilità e tirosina medoreto;astringente forte,2018,C0G,Q_02
1186,FUORI_ATTRIBUTO,È granuloso con pochi cristalli e poca solubilità.,granuloso con pochi cristalli e poco sol,granuloso con pochi cristalli e poco sol,2018,C0G,Q_09
1187,OK,"Il campione presenta una buona friabilità e umidità, con pochi microcristalli e un finale sabbioso.",Ben Friabile e umido. pochi microcristalli. finale sabbioso,Ben Friabile e umido. pochi microcristalli. finale sabbioso,2018,C0G,TG_04
1188,OK,"La friabilità è buona, anche se il campione risulta poco solubile.","buona friabilit', poco solubile","buona friabilit', poco solubile",2018,C0G,TG_11
1189,OK,"Il campione risulta abbastanza duro, pastoso e asciutto, con una struttura grossolana e poco solubile.","abbastanza duro, pastoso, asciutto, con struttura abbastanza grossolana e poco solubile.","abbastanza duro, pastoso, asciutto, con struttura abbastanza grossolana e poco solubile.",2018,C0G,TG_14
1190,OK,"Il campione presenta una leggera sabbiosità finale, ma è friabile, mediamente umido e con pochi cristalli presenti.","Leggera sabbiosità finale, ma friabile, mediamente umido, pochi cristalli presenti","Leggera sabbiosità finale, ma friabile, mediamente umido, pochi cristalli presenti",2018,C0G,TG_19
1191,FUORI_ATTRIBUTO,"Ha una bella solubilità, ma una durezza bassa.","bella solubilità, ma durezza bassa","bella solubilità, ma durezza bassa",2018,C0G,TG_24
1192,FUORI_ATTRIBUTO,"La tirosina, solubilità e friabilità sono moderate.",tirosina solubilità e friabilità moderata,tirosina solubilità e friabilità moderata,2018,C0H,Q_02
1193,OK,"Il campione è morbido e granuloso, con cristalli piccoli e una buona solubilità.",morbido granuloso con cristalli piccoli abbastanza solubile,morbido granuloso con cristalli piccoli abbastanza solubile,2018,C0H,Q_09
1194,OK,"Il campione è friabile, con una microstruttura abbastanza fine, umido e non presenta adesività.",Friabile. Microstruttura abbastanza fine. Umido. Non impasta,Friabile. Microstruttura abbastanza fine. Umido. Non impasta,2018,C0H,TG_04
1195,OK,Il campione presenta una buona solubilità e una microstruttura ben definita.,buona solubilit' e microstruttura,buona solubilit' e microstruttura,2018,C0H,TG_11
1196,FUORI_ATTRIBUTO,È duro e poco solubile.,"duro, poco solubile.","duro, poco solubile.",2018,C0H,TG_13
1197,OK,"Il campione è abbastanza duro e compatto, ma friabile, con grana percepibile e cristalli.","abbastanza dura e compatta ma firabile, con grana percepibile e cristalli","abbastanza dura e compatta ma friabile, con grana percepibile e cristalli",2018,C0H,TG_14
1198,OK,Il campione è pastoso e poco friabile.,"pastoso, poco rfiabile","pastoso, poco friabile",2018,C0H,TG_19
1199,OK,"Il campione è asciutto, pastoso, poco solubile e presenta una mancanza di cristalli.","asciutto, pastoso, poco solubile e mancano cristalli....","asciutto, pastoso, poco solubile e mancano cristalli....",2018,C0H,TG_24
1200,FUORI_ATTRIBUTO,"La tirosina, solubilità e friabilità sono moderate.",tirosina solubilita e friabilità moderato,tirosina solubilita e friabilità moderato,2018,C0M,Q_02
1201,FUORI_ATTRIBUTO,"È asciutto, con pochi cristalli e tende ad impastare.",asciutto ma pochi cristalli e tende ad impastare,asciutto ma pochi cristalli e tende ad impastare,2018,C0M,Q_09
1202,FUORI_ATTRIBUTO,"È morbido, poco strutturato e friabile, sembra giovane.",morbido. poco strutturato e friabile. sembra giovane,morbido. poco strutturato e friabile. sembra giovane,2018,C0M,TG_04
1203,OK,"Il campione presenta una buona presenza di cristalli, una microstruttura decente e una solubilità soddisfacente.","molti cristalli, decente microstruttura, abbastanza solubile","molti cristalli, decente microstruttura, abbastanza solubile",2018,C0M,TG_11
1204,FUORI_ATTRIBUTO,È pastoso e non molto solubile.,"pastoso, non molto solubile","pastoso, non molto solubile",2018,C0M,TG_13
1205,FUORI_ATTRIBUTO,"È morbido, pastoso e gommoso.","morbido, pastoso, 'gommoso'","morbido, pastoso, 'gommoso'",2018,C0M,TG_14
1206,OK,"Il campione mostra una media-bassa durezza, una bella solubilità, è leggermente asciutto e presenta pochi cristalli di dimensioni medie.","medio-bassa durezza, bella solubilità, leggermente asciutto e pochi cristalli (medi)","medio-bassa durezza, bella solubilità, leggermente asciutto e pochi cristalli (medi)",2018,C0M,TG_24
1207,OK,Il campione presenta una buona quantità di cristalli.,molti cristalli,molti cristalli,2018,C0M,TG_26
1208,OK,"Il campione mostra una buona friabilità e una forte solubilità, con cristalli di tirosina ben sviluppati.",tirosina friabilità e solubilità forte;,tirosina friabilità e solubilità forte;,2018,C0N,Q_02
1209,FUORI_ATTRIBUTO,"Asciutto con cristalli e granuloso, poi sol.",asciutto con cristalli e granuloso poi sol,asciutto con cristalli e granuloso poi sol,2018,C0N,Q_09
1210,OK,"Il campione presenta cristalli radi e grossi, è cedevole e friabile, con una finezza sabbiosa al palato.","Cristalli radi, grossi.  Cedevole e friabile. A fine bossa sabbioso, nolto fine","Cristalli radi, grossi.  Cedevole e friabile. A fine bossa sabbioso, nolto fine",2018,C0N,TG_04
1211,OK,Il campione è friabile e presenta cristalli ben bilanciati.,"friabile e con cristalli, ben bilanciato","friabile e con cristalli, ben bilanciato",2018,C0N,TG_11
1212,OK,"Il campione è morbido e cedevole, con cristalli ben percepibili e una solubilità soddisfacente, con un grana abbastanza fine.","morbido e cedevole, cristalli ben percepibili, solubile, grna appabstanza fine","morbido e cedevole, cristalli ben percepibili, solubile, grna appabstanza fine",2018,C0N,TG_14
1213,FUORI_ATTRIBUTO,Potrebbe essere più solubile.,potrebbe essere più solubile,potrebbe essere più solubile,2018,C0N,TG_19
1214,OK,"Il campione è leggermente asciutto, ma nel complesso presenta una buona struttura.","leggermente asciutto, ma nel complesso buona struttura","leggermente asciutto, ma nel complesso buona struttura",2018,C0N,TG_24
1215,OK,"Il campione è morbido e granuloso, con una certa impastabilità e presenza di cristalli, ma lascia un residuo.",morbido granuloso impasta qualche cristalli ma lascia residuo,morbido granuloso impasta qualche cristalli ma lascia residuo,2018,C0A,Q_09
1216,OK,"Il campione è morbido al molare e ben friabile, con cristalli presenti e di dimensioni grosse, tende a impastarsi nel fine bocca.","morbido al molare, ma comunque ben friabile. cristalli presenti, pure grossi. tende, nel fine bocca ad impastarla","morbido al molare, ma comunque ben friabile. cristalli presenti, pure grossi. tende, nel fine bocca ad impastarla",2018,C0A,TG_04
1217,OK,"Il campione è abbastanza morbido, con una microstruttura assente e una consistenza pastosa, risultando poco solubile.","abbastamnza morbido, microstruttura assente  e pastoso, poco solubile","abbastamnza morbido, microstruttura assente  e pastoso, poco solubile",2018,C0A,TG_11
1218,OK,"Il campione mostra una solubilità accettabile, contribuendo a una buona esperienza gustativa.",abbastanza solubile,abbastanza solubile,2018,C0A,TG_13
1219,OK,"Il campione è duro, granuloso, solubile e mediamente asciutto, con una presenza media di microcristalli.","dura, granulosa, solubile, mediamente asciutta, presenza media di microcristalli","dura, granulosa, solubile, mediamente asciutta, presenza media di microcristalli",2018,C0A,TG_20
1220,OK,"Il campione presenta bei cristalli, è asciutto e friabile.","bei cristalli..., asciutto, friabile","bei cristalli..., asciutto, friabile",2018,C0A,TG_24
1221,FUORI_ATTRIBUTO,"Troppo tenero, non ha grana.",troppo tenero no grana,troppo tenero no grana,2018,C0A,TG_26
1222,OK,Il campione si scioglie bene e velocemente.,si scioglie bene e velocemente,si scioglie bene e velocemente,2018,C0A,TG_35
1223,OK,"Il campione è friabile con cristalli, ma lascia un residuo sabbioso alla fine.",friabile con cristalli ma lascia residuo sabbioso alla fine,friabile con cristalli ma lascia residuo sabbioso alla fine,2018,C0D,Q_09
1224,OK,"Il campione è friabile, con una microstruttura fine che tende al sabbioso nel fine bocca.",Friabile. Microstruttura fine che tende al sabbioso nel fine bocca.,Friabile. Microstruttura fine che tende al sabbioso nel fine bocca.,2018,C0D,TG_04
1225,ILLEGGIBILE,,dd,dd,2018,C0D,TG_05
1226,OK,"Il campione presenta una discreta friabilità, ma è privo di cristalli.","discreta friabilita', assenza di cristalli","discreta friabilita', assenza di cristalli",2018,C0D,TG_11
1227,OK,Il campione ha una consistenza sabbiosa e poco solubile.,"consistenza sabbiosa, poco solubile","consistenza sabbiosa, poco solubile",2018,C0D,TG_13
1228,OK,"Il campione è friabile, granuloso e presenta cristalli, ma potrebbe essere più solubile alla fine.","Friabile, granuloso, cristalli - bene - ma potrrebbe essere più solubile alla fine","Friabile, granuloso, cristalli - bene - ma potrrebbe essere più solubile alla fine",2018,C0D,TG_19
1229,OK,"Il campione è friabile, cedevole, poco consistente, granuloso, asciutto e quasi sabbioso.","friabile, cedevole, poco consistente, granulosa, asciutta, quasi sabbiosa","friabile, cedevole, poco consistente, granulosa, asciutta, quasi sabbiosa",2018,C0D,TG_20
1230,OK,Il campione risulta forse troppo friabile e asciutto.,"forse troppo friabile, asciutto.........","forse troppo friabile, asciutto.........",2018,C0D,TG_24
1231,OK,"Al palato, il campione risulta granuloso-sabbioso.",al palato risulta granuloso-sabbioaso,al palato risulta granuloso-sabbioaso,2018,C0D,TG_35
1232,OK,"Il campione è morbido, asciutto e presenta molti cristalli solubili.",morbido asciutto  con tanti cristalli solubile,morbido asciutto  con tanti cristalli solubile,2018,C0E,Q_09
1233,OK,"Il campione è morbido, con una friabilità limitata, tende a sciogliersi in bocca e presenta qualche cristallo.","morbido. friabilità limitata. tende a sciogliersi in bocca . qualche cristallo, pochi","morbido. friabilità limitata. tende a sciogliersi in bocca . qualche cristallo, pochi",2018,C0E,TG_04
1234,OK,Il campione presenta la presenza di pochi cristalli.,presenza di pochi cristalli,presenza di pochi cristalli,2018,C0E,TG_05
1235,OK,"Il campione ha molti cristalli, ma risulta pastoso e morbido.","molti cristalli, ma pastoso e morbido","molti cristalli, ma pastoso e morbido",2018,C0E,TG_11
1236,OK,Il campione è umido e pastoso.,"umido, pastoso","umido, pastoso",2018,C0E,TG_12
1237,OK,Il campione presenta poca grana e risulta pastoso.,"poca grana, pastoso","poca grana, pastoso",2018,C0E,TG_13
1238,OK,Il campione presenta poca granulosità.,poca granulosità,poca granulosità,2018,C0E,TG_19
1239,OK,"Il campione è cedevole, umido, quasi adesivo, poco solubile e poco granuloso.","cedevole, umida, quasoi adesiva, poco solubile e poco granulosa","cedevole, umida, quasoi adesiva, poco solubile e poco granulosa",2018,C0E,TG_20
1240,OK,"Il campione manca leggermente in durezza, presenta una bella umidità e solubilità, e i cristalli sono in buone condizioni.",manca leggermente in durezza. Bella umidità-solubilità. Cristalli OK,manca leggermente in durezza. Bella umidità-solubilità. Cristalli OK,2018,C0E,TG_24
1241,FUORI_ATTRIBUTO,Molto tenero.,molto tenero,molto tenero,2018,C0E,TG_26
1242,OK,Il campione presenta una buona presenza di cristalli.,presenza di cristalli,presenza di cristalli,2018,C0E,TG_35
1243,OK,"Il campione è umido, poco friabile e presenta una certa adesività.",umido poco friabile e impasta,umido poco friabile e impasta,2018,C0H,Q_09
1244,OK,"Il campione è umido, abbastanza friabile e lascia la bocca pulita.",seppur umido abbastanza friabile. lascia la bocca pulita,seppur umido abbastanza friabile. lascia la bocca pulita,2018,C0H,TG_04
1245,OK,"Il campione presenta una buona friabilità, microstruttura assente e una pastosità evidente, con buoni cristalli.","friabilit' buona, microstruttura assente e pastosa, buoni i cristalli","friabilit' buona, microstruttura assente e pastosa, buoni i cristalli",2018,C0H,TG_11
1246,OK,Il campione ha poca grana e una consistenza pastosa.,"poca grana, pastoso","poca grana, pastoso",2018,C0H,TG_13
1247,OK,"Il campione è legato, poco granuloso, quasi adesivo, con buona presenza di microcristalli.","legata, poco granulosa, quasi adesiva, buona presenza di microcristalli","legata, poco granulosa, quasi adesiva, buona presenza di microcristalli",2018,C0H,TG_20
1248,OK,"Il campione è molto asciutto, morbido e presenta pochi cristalli.","molto asciutto, morbido e pochi cristalli","molto asciutto, morbido e pochi cristalli",2018,C0H,TG_24
1249,OK,Il campione presenta cristalli grossi e il formaggio si scioglie quasi subito.,cristalli grossi il formaggio parisce quasi subito,cristalli grossi il formaggio parisce quasi subito,2018,C0H,TG_35
1250,OK,"Il campione è morbido, asciutto, poco friabile e con bassa solubilità.",morbido asciutto poco firiabile e poco solub,morbido asciutto poco firiabile e poco solub,2018,C0M,Q_09
1251,OK,"Il campione è morbido, cedevole al dente, non molto friabile e con cristalli quasi assenti.","morbido, cedevole al dente, non molto friabile. cristalli quasi assenti","morbido, cedevole al dente, non molto friabile. cristalli quasi assenti",2018,C0M,TG_04
1252,OK,Il campione è pastoso e presenta assenza di cristalli.,pastoso;assenza di cristalli,pastoso;assenza di cristalli,2018,C0M,TG_05
1253,OK,"Il campione è friabile, con buona microstruttura, solubile ma con pochissimi cristalli.","friabile, buona microstruttura, solubile ma pochissimi cristalli","friabile, buona microstruttura, solubile ma pochissimi cristalli",2018,C0M,TG_11
1254,FUORI_ATTRIBUTO,"Molle e pastoso, non ha grana.",molle e pastoso. non grana,molle e pastoso. non grana,2018,C0M,TG_13
1255,OK,"Il campione è compatto, potrebbe essere più granuloso e presenta pochi cristalli.","Compatto, potrrebbe essere più granuloso, pochi cristalli","Compatto, potrrebbe essere più granuloso, pochi cristalli",2018,C0M,TG_19
1256,OK,"Il campione è mediamente duro, poco granuloso, molto solubile e con pochi microcristalli.","mediamente dura, poco granulosa, molto solubile, pochi microcristalli","mediamente dura, poco granulosa, molto solubile, pochi microcristalli",2018,C0M,TG_20
1257,OK,"Il campione è astringente, asciutto e privo di cristalli.","astringente, asciutto, non ci sono cristalli.....","astringente, asciutto, non ci sono cristalli.....",2018,C0M,TG_24
1258,FUORI_ATTRIBUTO,"Molto pastoso, non da grana.",molto pastoso non da grana,molto pastoso non da grana,2018,C0M,TG_26
1259,OK,Il campione si scioglie bene.,si scioglie bene,si scioglie bene,2018,C0M,TG_35
1260,OK,"Il campione è morbido e umido, poco granuloso ma presenta piccoli cristalli che lasciano residuo.",morbido e umido poco granuloso ma piccoli cristalli lascia residuo,morbido e umido poco granuloso ma piccoli cristalli lascia residuo,2018,C0Q,Q_09
1261,OK,"Il campione presenta una pasta morbida e friabile, con una microstruttura non fine e una leggera umidità, tendente al pastoso nel finale di bocca.","Morbido, friabilein una microstruttura non fine. umido, tende al pastoso nel finale di bocca","Morbido, friabilein una microstruttura non fine. umido, tende al pastoso nel finale di bocca",2018,C0Q,TG_04
1262,FUORI_ATTRIBUTO,"Morbido, microstruttura assente, con qualche cristallo.","morbido, microstruttura assente, qualche cristallo","morbido, microstruttura assente, qualche cristallo",2018,C0Q,TG_11
1263,FUORI_ATTRIBUTO,Gommoso.,gommoso,gommoso,2018,C0Q,TG_12
1264,OK,Il campione non è molto friabile e tende a presentare una leggera umidità.,"Non molto friabile, tendente all'umido","Non molto friabile, tendente all'umido",2018,C0Q,TG_19
1265,OK,"Il campione è ancora umido, presenta una certa adesività, non è molto granuloso e ha una bassa solubilità.","ancora umida, legata, non molto granulosa e poco solubile","ancora umida, legata, non molto granulosa e poco solubile",2018,C0Q,TG_20
1266,OK,"Il campione è asciutto, ma presenta una buona solubilità con cristalli di dimensioni medie.","asciutto, ma solubile, cristalli medi..","asciutto, ma solubile, cristalli medi..",2018,C0Q,TG_24
1267,OK,"Il campione mostra presenza di cristalli medio-grossi, con una leggera granulosità e una sensazione sabbiosa.","presenza di cristalli medio grossi, rimane un po granuloso e sabbioso","presenza di cristalli medio grossi, rimane un po granuloso e sabbioso",2018,C0Q,TG_35
1268,OK,Il campione è asciutto e presenta una certa granulosità con cristalli poco solubili.,asciutto granuloso cristalli poco sol,asciutto granuloso cristalli poco sol,2018,C0A,Q_09
1269,OK,"Il campione è leggermente asciutto, ma mantiene una buona qualità complessiva.",legg asciutto,legg asciutto,2018,C0A,TG_11
1270,OK,Il campione presenta una leggera adesività.,un po adesivo,un po adesivo,2018,C0A,TG_13
1271,OK,"Il campione è solubile, ma presenta poca grana.","solubile, non molta grana","solubile, non molta grana",2018,C0A,TG_14
1272,OK,"Il campione è leggermente cedevole, non molto solubile, ma mostra una certa granulosità.","leggermente cedevole, non molto solubile ma granulosa","leggermente cedevole, non molto solubile ma granulosa",2018,C0A,TG_19
1273,OK,Il campione è tenerissimo e presenta cristalli.,tenerissimo cristalli,tenerissimo cristalli,2018,C0A,TG_20
1274,OK,"Il campione è pastoso e morbido, con qualche cristallo e bassa solubilità.",pastoso morbido qualche cristallo poco sol,pastoso morbido qualche cristallo poco sol,2018,C0B,Q_09
1275,OK,"Il campione risulta un po' asciutto, ma non compromette la sua qualità.",un po-asciutto,un po'asciutto,2018,C0B,TG_11
1276,OK,Il campione è molto solubile.,molto solubile,molto solubile,2018,C0B,TG_13
1277,OK,Il campione potrebbe essere più friabile.,potrebbe essere più friabile,potrebbe essere più friabile,2018,C0B,TG_14
1278,OK,"Il campione è granuloso, solubile e gradevole.","granulosa, solubile, gradevole","granulosa, solubile, gradevole",2018,C0B,TG_19
1279,FUORI_ATTRIBUTO,Cristali.,cristali,cristali,2018,C0B,TG_20
1280,OK,Il campione è asciutto e presenta una leggera adesività con bassa solubilità.,asciutto impasta poco solub,asciutto impasta poco solub,2018,C0C,Q_09
1281,FUORI_ATTRIBUTO,"Struttura cedevole, molle e pastosa.","struttura cedevole, molle e pastosa","struttura cedevole, molle e pastosa",2018,C0C,TG_13
1282,FUORI_ATTRIBUTO,Il finale potrebbe essere più solubile.,finale potrebbe essere più solubile,finale potrebbe essere più solubile,2018,C0C,TG_14
1283,OK,"Il campione presenta una pasta granulosa, asciutta e dura, con una solubilità limitata e una possibile carenza di umidità.","granulosa, asciutta, solubile, dura, forse poco umida","granulosa, asciutta, solubile, dura, forse poco umida",2018,C0C,TG_19
1284,OK,"Il campione mostra cristalli granulosi e asciutti, con una solubilità accettabile.",cristalli granuloso asciutto ma solubilie,cristalli granuloso asciutto ma solubilie,2018,C0G,Q_09
1285,OK,Il campione è asciutto e presenta una texture granulosa.,"asciutto, granuloso","asciutto, granuloso",2018,C0G,TG_11
1286,OK,Il campione risulta molto granuloso e persistente al palato.,molto granuloso e persistente,molto granuloso e persistente,2018,C0G,TG_14
1287,OK,Il campione è ancora un po' elastico e non molto granuloso.,"ancora un po elastica, non molto granulosa","ancora un po elastica, non molto granulosa",2018,C0G,TG_19
1288,FUORI_ATTRIBUTO,"Asciutto, morbido, poco granuloso e poco solubile.",asciutto morbibo poco granuloso e poco sol,asciutto morbibo poco granuloso e poco sol,2018,C0L,Q_09
1289,OK,"Il campione è solubile e granuloso, con una piacevole sensazione al palato.",solubile e granuloso. piacevole,solubile e granuloso. piacevole,2018,C0L,TG_13
1290,OK,"Il campione presenta una consistenza compatta, conforme agli standard di qualità.",compatto,compatto,2018,C0L,TG_14
1291,OK,"Il campione è granuloso, solubile e leggermente asciutto, con tratti di umidità.","granulosa, solubile, un po asciutta, a tratti pi\ umida","granulosa, solubile, un po asciutta, a tratti pi\ umida",2018,C0L,TG_19
1292,FUORI_ATTRIBUTO,Cristalli.,cristalli,cristalli,2018,C0L,TG_20
