attributo,sample_id,caption_id,codice_caseificio,Prodotto,Panelista,Data Seduta di valutazione,anno,classe,caption,commento_prenorm,Commenti,peso,has_caption,has_images,has_fetta,has_grana,has_both_views,path_fetta_primaria,path_grana_primaria,paths_fetta_tutti,paths_grana_tutti,N° Seduta,Bimestre di Valutazione,Data Produzione,_source_file,Struttura della Pasta
Struttura_della_Pasta,TN311_2019-03-06,1697.0,TN311,C0G,TG_14,2019-03-06,2019,OK,"La frattura è regolare, la struttura appare granulosa e senza particolari difetti.","Frattura abbastirataanza regolare, stirataruttura appare granulosa, senza particolari difetti","Frattura abbastanza regolare, struttura appare granulosa, senza particolari difetti ",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P3a_311_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P3a_311_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P3a_311_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P3b_311_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P3a_311_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P3b_311_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,8
Struttura_della_Pasta,TN311_2019-03-06,1698.0,TN311,C0G,TG_19,2019-03-06,2019,OK,La frattura è regolare e presenta una bella grana.,"Frattura regolare, bella grana","Frattura regolare, bella grana",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P3a_311_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P3a_311_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P3a_311_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P3b_311_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P3a_311_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P3b_311_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,8.7
Struttura_della_Pasta,TN311_2019-03-06,1699.0,TN311,C0G,TG_24,2019-03-06,2019,OK,"La pasta presenta una grana fine e compatta, evidenziando una buona friabilità.",Bella grana fine!!!!,Bella grana fine!!!!,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P3a_311_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P3a_311_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P3a_311_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P3b_311_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P3a_311_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P3b_311_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,9.3
Struttura_della_Pasta,TN311_2019-03-06,1700.0,TN311,C0G,TG_26,2019-03-06,2019,OK,"La struttura mostra una grana fine e uniforme, con una buona distribuzione degli occhi.",Bella granito fine,Bella granito fine ,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P3a_311_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P3a_311_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P3a_311_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P3b_311_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P3a_311_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P3b_311_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,9
Struttura_della_Pasta,TN313_2019-03-06,1701.0,TN313,C0H,Q_02,2019-03-06,2019,FUORI_ATTRIBUTO,La microocchiatura è non regolare e non omogenea.,microocchiaturaroocchiatura Non regolare Non omogenea,Microocchiatura Non regolare Non omogenea ,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P4a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P4a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4b_313_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,7
Struttura_della_Pasta,TN313_2019-03-06,1702.0,TN313,C0H,Q_09,2019-03-06,2019,OK,"La pasta presenta una fitta microocchiatura e una grana che forma stirature sotto un piatto, tendente al gessato.",Fitta microocchiaturaroocchiatura  e grana che forma stiratariature sotto un piatto tende al gessato,Fitta microocchiatura  e grana che forma striature sotto un piatto tende al gessato ,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P4a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P4a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4b_313_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,6.2
Struttura_della_Pasta,TN313_2019-03-06,1703.0,TN313,C0H,TG_04,2019-03-06,2019,OK,"La microocchiatura è diffusa, con una zona centrale lievemente stirata e meno strutturata. La frattura è molto irregolare e scalinata.",microocchiaturaroocchitura diffusa.zona central lievementecstiratairata e meno stiratarutturata. Frattura  molto irregolare e scalinata,Microocchitura diffusa.zona central lievementecstirata e meno strutturata. Frattura  molto irregolare e scalinata,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P4a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P4a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4b_313_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,5.9
Struttura_della_Pasta,TN313_2019-03-06,1704.0,TN313,C0H,TG_05,2019-03-06,2019,OK,"È presente una microocchiatura ben distribuita, che contribuisce alla qualità della pasta.",Presenza di microocchiaturaroocchiatura,Presenza di Microocchiatura ,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P4a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P4a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4b_313_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,6.6
Struttura_della_Pasta,TN313_2019-03-06,1705.0,TN313,C0H,TG_11,2019-03-06,2019,OK,"La frattura è irregolare e stirata, con occhiatura su di un lato.","Frattura irregolare e stiratairata,occhiatura su di un lato","Frattura irregolare e stirata,occhiatura su di un lato ",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P4a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P4a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4b_313_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,5.6
Struttura_della_Pasta,TN313_2019-03-06,1706.0,TN313,C0H,TG_13,2019-03-06,2019,OK,"La stiratura non è omogenea, con presenza di microocchiatura in una parte.","stirataruttura non omogenea, presente microocchiaturaroocchiatura in una parte","Struttura non omogenea, presente Microocchiatura in una parte",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P4a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P4a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4b_313_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,6.8
Struttura_della_Pasta,TN313_2019-03-06,1707.0,TN313,C0H,TG_14,2019-03-06,2019,OK,"La frattura presenta avvallamenti, con stiratura stirata e microocchiatura diffusa.","Frattura con avvallamenti, stirataruttura stiratairata con microocchiaturaroocchitura diffusa ma tara.","Frattura con avvallamenti, struttura stirata con microocchitura diffusa ma tara.",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P4a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P4a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4b_313_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,6
Struttura_della_Pasta,TN313_2019-03-06,1708.0,TN313,C0H,TG_19,2019-03-06,2019,OK,"La frattura non è molto regolare, con microocchiatura soprattutto in metà forma.","Frattura non molto regolare, microocchiaturaroocchiatura soprattutto in metà forma","Frattura non molto regolare, microocchiatura soprattutto in metà forma",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P4a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P4a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4b_313_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,5.8
Struttura_della_Pasta,TN313_2019-03-06,1709.0,TN313,C0H,TG_24,2019-03-06,2019,OK,"La pasta è granulosa con una grana abbastanza regolare, ma presenta fratture a salti.","granulosa abbastirataanza  regolare, ma frattura a salti","Grandiosa abbastanza  regolare, ma frattura a salti",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P4a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P4a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4b_313_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,7.6
Struttura_della_Pasta,TN313_2019-03-06,1710.0,TN313,C0H,TG_26,2019-03-06,2019,OK,"La pasta è stirata al centro, con ampia zona di occhiatura anche grossa e frattura grossolana.",stiratairata molto al centro ampia zona con Occhiatura anche grossa effetto spugna frattura grossolana,Stirata molto al centro ampia zona con Occhiatura anche grossa effetto spugna frattura grossolana ,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P4a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P4a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P4b_313_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,6.5
Struttura_della_Pasta,TN319_2019-03-06,1711.0,TN319,C0M,Q_02,2019-03-06,2019,OK,"La microocchiatura è presente, con una dimensione di circa 1 o 2 mm, e la grana è parzialmente stirata.",microocchiaturaroocchiatura  Circa meta forma stiratairata  Non omogenea non regolare,Microocchiatura  Circa meta forma stirata  Non omogenea non regolare ,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P5a_319_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P5a_319_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5a_319_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5b_319_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5a_319_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5b_319_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,6
Struttura_della_Pasta,TN319_2019-03-06,1712.0,TN319,C0M,Q_09,2019-03-06,2019,OK,"La microocchiatura, anche grossa, è presente in ampia area. La stiratura non è omogenea e al centro non è definita.",microocchiaturaroocchiatura 1 o 2 mm molto fitta è grana stiratairata in parte,Microocchiatura 1 o 2 mm molto fitta è grana stirata in parte,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P5a_319_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P5a_319_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5a_319_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5b_319_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5a_319_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5b_319_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,5.8
Struttura_della_Pasta,TN319_2019-03-06,1713.0,TN319,C0M,TG_04,2019-03-06,2019,OK,"La frattura è regolare, ma l'occhiatura è importante e diffusa.","microocchiaturaroocchitura, anche grossa, in ampia area. stirataruttura non omogenea: al centro non definita","Microocchitura, anche grossa, in ampia area. Struttura non omogenea: al centro non definita",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P5a_319_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P5a_319_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5a_319_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5b_319_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5a_319_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5b_319_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,6
Struttura_della_Pasta,TN319_2019-03-06,,TN319,C0M,TG_05,2019-03-06,2019,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P5a_319_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P5a_319_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5a_319_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5b_319_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5a_319_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5b_319_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,6.6
Struttura_della_Pasta,TN319_2019-03-06,1714.0,TN319,C0M,TG_11,2019-03-06,2019,OK,"La stiratura non è omogenea, con parte stirata e occhiatura piccola e media. Al centro presenta un aspetto spugnoso.",Frattura regolare ma occhiatura importante diffusa,Frattura regolare ma occhiatura importante diffusa,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P5a_319_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P5a_319_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5a_319_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5b_319_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5a_319_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5b_319_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,6.5
Struttura_della_Pasta,TN319_2019-03-06,1715.0,TN319,C0M,TG_13,2019-03-06,2019,OK,"La frattura è abbastanza regolare, ma la stiratura è compatta e la microocchiatura è diffusa su tutta la superficie, con diametro anche di 2 mm.","stirataruttura non omogenea, in parte stiratairata con occhiatura piccola e media. Al centro aspetto spugnoso.","Struttura non omogenea, in parte stirata con occhiatura piccola e media. Al centro aspetto spugnoso. ",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P5a_319_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P5a_319_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5a_319_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5b_319_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5a_319_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5b_319_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,6.5
Struttura_della_Pasta,TN319_2019-03-06,1716.0,TN319,C0M,TG_14,2019-03-06,2019,OK,"La pasta è quasi stirata, con microocchiatura diffusa.","Frattura abbastirataanza regolare  ma stirataruttura stiratairata e compatta , microocchiaturaroocchitura diffusa a tutta la superficie, con diametro anche sul. 2 mm.","Frattura abbastanza regolare  ma struttura stirata e compatta , microocchitura diffusa a tutta la superficie, con diametro anche sul. 2 mm.",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P5a_319_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P5a_319_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5a_319_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5b_319_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5a_319_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5b_319_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,5.5
Struttura_della_Pasta,TN319_2019-03-06,1717.0,TN319,C0M,TG_19,2019-03-06,2019,OK,"La microocchiatura è presente anche fino a 5 mm, con grana media e fine, e frattura scomposta.","Quasi stiratairata, microocchiaturaroocchiatura diffusa","Quasi stirata, Microocchiatura diffusa ",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P5a_319_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P5a_319_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5a_319_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5b_319_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5a_319_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5b_319_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,6
Struttura_della_Pasta,TN319_2019-03-06,1718.0,TN319,C0M,TG_24,2019-03-06,2019,FUORI_ATTRIBUTO,"È presente microocchiatura anche da 5 mm, con grana media e fine e frattura scomposta.","microocchiaturaroocchiatura presente anche da 5 mm, grana media e fine, frattura scompostirataa","Microocchiatura presente anche da 5 mm, grana media e fine, frattura scomposta",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P5a_319_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P5a_319_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5a_319_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5b_319_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5a_319_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5b_319_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,6
Struttura_della_Pasta,TN319_2019-03-06,1719.0,TN319,C0M,TG_26,2019-03-06,2019,OK,"La grana è poco formata, con grandi occhiature che ne influenzano la compattezza.",Grana poco formata grandi occhiature,Grana poco formata grandi occhiature,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P5a_319_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-06/P5a_319_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5a_319_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5b_319_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5a_319_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-06\\P5b_319_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,6
