attributo,sample_id,caption_id,codice_caseificio,Prodotto,Panelista,Data Seduta di valutazione,anno,classe,caption,commento_prenorm,Commenti,peso,has_caption,has_images,has_fetta,has_grana,has_both_views,path_fetta_primaria,path_grana_primaria,paths_fetta_tutti,paths_grana_tutti,N° Seduta,Bimestre di Valutazione,Data Produzione,_source_file,Texture
Texture,TN314_2019-02-20,1096.0,TN314,C0I,TG_13,2019-02-20,2019,OK,Il campione presenta una buona grana e risulta solubile.,"buona grana, solubile","buona grana, solubile",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P3a_314_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P3a_314_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3a_314_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3b_314_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3a_314_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3b_314_grana.bmp""]",,,,Commenti TOT_2018_Texture.csv,9.04
Texture,TN314_2019-02-20,1097.0,TN314,C0I,TG_14,2019-02-20,2019,OK,"Il campione è moderatamente duro, friabile, grossolano e abbastanza solubile, con parecchi cristalli.","moderatamente duro, friabile, grossolano, abbastanza solubile, parecchi cristalli","moderatamente duro, friabile, grossolano, abbastanza solubile, parecchi cristalli",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P3a_314_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P3a_314_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3a_314_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3b_314_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3a_314_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3b_314_grana.bmp""]",,,,Commenti TOT_2018_Texture.csv,8.02
Texture,TN314_2019-02-20,1098.0,TN314,C0I,TG_20,2019-02-20,2019,OK,"Il campione è mediamente granuloso, mediamente umido, presenta pochi microcristalli e una solubilità medio bassa.","mediamente granulosa, mediamente umida, pochi microcristalli, solubilit' medio bassa","mediamente granulosa, mediamente umida, pochi microcristalli, solubilit' medio bassa",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P3a_314_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P3a_314_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3a_314_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3b_314_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3a_314_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3b_314_grana.bmp""]",,,,Commenti TOT_2018_Texture.csv,7.3
Texture,TN314_2019-02-20,1099.0,TN314,C0I,TG_26,2019-02-20,2019,FUORI_ATTRIBUTO,Presenta cristalli di grana.,cristalli grana,cristalli grana,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P3a_314_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P3a_314_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3a_314_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3b_314_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3a_314_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3b_314_grana.bmp""]",,,,Commenti TOT_2018_Texture.csv,7
Texture,TN314_2019-02-20,1100.0,TN314,C0I,TG_35,2019-02-20,2019,FUORI_ATTRIBUTO,La bocca rimane pulita.,bocca pulita,bocca pulita,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P3a_314_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P3a_314_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3a_314_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3b_314_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3a_314_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3b_314_grana.bmp""]",,,,Commenti TOT_2018_Texture.csv,7.84
Texture,TN326_2019-02-20,1101.0,TN326,C0O,Q_09,2019-02-20,2019,FUORI_ATTRIBUTO,"È abbastanza duro e granuloso, ma senza cristalli e lascia un residuo farinoso.",abbastanza duro e granuloso no cristalli poco sol lascia residuo  farinososo,abbastanza duro e granuloso no cristalli poco sol lascia residuo  farinoso,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P4a_326_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P4a_326_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4a_326_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4b_326_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4a_326_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4b_326_grana.bmp""]",,,,Commenti TOT_2018_Texture.csv,6.76
Texture,TN326_2019-02-20,1102.0,TN326,C0O,TG_04,2019-02-20,2019,OK,"Il campione presenta una buona friabilità, non è asciutto e presenta cristalli. Si liquefa a fine bocca ma non impasta.",bella friabilità. non asciutto.  cristalli presenti. liquefa a fine bocca ma non impasta,bella friabilità. non asciutto.  cristalli presenti. liquefa a fine bocca ma non impasta,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P4a_326_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P4a_326_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4a_326_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4b_326_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4a_326_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4b_326_grana.bmp""]",,,,Commenti TOT_2018_Texture.csv,8.26
Texture,TN326_2019-02-20,,TN326,C0O,TG_05,2019-02-20,2019,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P4a_326_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P4a_326_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4a_326_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4b_326_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4a_326_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4b_326_grana.bmp""]",,,,Commenti TOT_2018_Texture.csv,7.3
Texture,TN326_2019-02-20,1103.0,TN326,C0O,TG_11,2019-02-20,2019,OK,Il campione è friabile ma privo di microstruttura e presenta pochi cristalli.,"friabile ma senza microstruttura , pochi cristalli","friabile ma senza microstruttura , pochi cristalli",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P4a_326_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P4a_326_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4a_326_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4b_326_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4a_326_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4b_326_grana.bmp""]",,,,Commenti TOT_2018_Texture.csv,6.04
Texture,TN326_2019-02-20,1104.0,TN326,C0O,TG_12,2019-02-20,2019,FUORI_ATTRIBUTO,È leggermente gommoso.,legg gommoso,legg gommoso,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P4a_326_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P4a_326_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4a_326_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4b_326_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4a_326_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4b_326_grana.bmp""]",,,,Commenti TOT_2018_Texture.csv,6.64
Texture,TN326_2019-02-20,1105.0,TN326,C0O,TG_13,2019-02-20,2019,FUORI_ATTRIBUTO,"Ha una consistenza pastosa, non grana.","pastosa, non grana","pastosa, non grana",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P4a_326_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P4a_326_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4a_326_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4b_326_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4a_326_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4b_326_grana.bmp""]",,,,Commenti TOT_2018_Texture.csv,6.52
Texture,TN326_2019-02-20,1106.0,TN326,C0O,TG_14,2019-02-20,2019,OK,"Il campione è duro e compatto, con grana molto fine e leggermente asciutto.","duro e compatto, grnana molto fine , leggermente asciutto","duro e compatto, grnana molto fine , leggermente asciutto",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P4a_326_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P4a_326_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4a_326_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4b_326_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4a_326_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4b_326_grana.bmp""]",,,,Commenti TOT_2018_Texture.csv,7
Texture,TN326_2019-02-20,1107.0,TN326,C0O,TG_20,2019-02-20,2019,OK,"Il campione è mediamente duro, granuloso, con solubilità medio-bassa e a tratti poco aggregato.","mediamente dura, granulosa ma con solubilit' medio bassa, a tratti poco aggregata","mediamente dura, granulosa ma con solubilit' medio bassa, a tratti poco aggregata",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P4a_326_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P4a_326_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4a_326_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4b_326_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4a_326_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4b_326_grana.bmp""]",,,,Commenti TOT_2018_Texture.csv,6.88
Texture,TN326_2019-02-20,,TN326,C0O,TG_26,2019-02-20,2019,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P4a_326_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P4a_326_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4a_326_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4b_326_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4a_326_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4b_326_grana.bmp""]",,,,Commenti TOT_2018_Texture.csv,6.52
Texture,TN326_2019-02-20,1108.0,TN326,C0O,TG_35,2019-02-20,2019,FUORI_ATTRIBUTO,La bocca rimane abbastanza pulita.,la boca rimane abbastanza pulia,la boca rimane abbastanza pulia,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P4a_326_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P4a_326_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4a_326_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4b_326_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4a_326_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P4b_326_grana.bmp""]",,,,Commenti TOT_2018_Texture.csv,7.18
Texture,TN330_2019-02-20,1109.0,TN330,C0Q,Q_09,2019-02-20,2019,OK,"Il campione è umido e compatto, con pochi cristalli e solubilità limitata.",umido e compatto cristalli poco sol,umido e compatto cristalli poco sol,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P5a_330_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P5a_330_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5a_330_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5b_330_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5a_330_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5b_330_grana.bmp""]",,,,Commenti TOT_2018_Texture.csv,7.24
Texture,TN330_2019-02-20,1110.0,TN330,C0Q,TG_04,2019-02-20,2019,OK,"Il campione presenta buona friabilità, microstruttura fine e pochi granuli, ma presenti.","buona friabilità. la microstruttura tende al fine. pochi granuli, ma presenti","buona friabilità. la microstruttura tende al fine. pochi granuli, ma presenti",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P5a_330_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P5a_330_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5a_330_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5b_330_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5a_330_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5b_330_grana.bmp""]",,,,Commenti TOT_2018_Texture.csv,8.56
Texture,TN330_2019-02-20,,TN330,C0Q,TG_05,2019-02-20,2019,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P5a_330_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P5a_330_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5a_330_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5b_330_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5a_330_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5b_330_grana.bmp""]",,,,Commenti TOT_2018_Texture.csv,8.14
Texture,TN330_2019-02-20,1111.0,TN330,C0Q,TG_11,2019-02-20,2019,OK,"Il campione è friabile, con microstruttura presente, cristalli in buono stato e solubile.","friabile, microstruttura presente, cristalli ok, solubile","friabile, microstruttura presente, cristalli ok, solubile",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P5a_330_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P5a_330_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5a_330_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5b_330_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5a_330_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5b_330_grana.bmp""]",,,,Commenti TOT_2018_Texture.csv,8.5
Texture,TN330_2019-02-20,1112.0,TN330,C0Q,TG_12,2019-02-20,2019,FUORI_ATTRIBUTO,È asciutto.,asciutto,asciutto,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P5a_330_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P5a_330_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5a_330_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5b_330_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5a_330_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5b_330_grana.bmp""]",,,,Commenti TOT_2018_Texture.csv,6.16
Texture,TN330_2019-02-20,1113.0,TN330,C0Q,TG_13,2019-02-20,2019,OK,Il campione è leggermente pastoso e non troppo solubile.,"leggermente pastoso, non  troppo solubile","legg. pastoso, non  troppo solubile",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P5a_330_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P5a_330_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5a_330_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5b_330_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5a_330_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5b_330_grana.bmp""]",,,,Commenti TOT_2018_Texture.csv,7
Texture,TN330_2019-02-20,1114.0,TN330,C0Q,TG_14,2019-02-20,2019,OK,"Il campione è abbastanza morbido e friabile, con una leggera asciuttezza.","abbastanza morbido e friabile, un po' asciutto,","abbastanza morbido e friabile, un po' asciutto,",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P5a_330_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P5a_330_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5a_330_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5b_330_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5a_330_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5b_330_grana.bmp""]",,,,Commenti TOT_2018_Texture.csv,6.52
Texture,TN330_2019-02-20,1115.0,TN330,C0Q,TG_20,2019-02-20,2019,OK,"Il campione è cedevole, ancora umido e non molto solubile.","cedevole, ancora umida, non molto solubile","cedevole, ancora umida, non molto solubile",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P5a_330_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P5a_330_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5a_330_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5b_330_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5a_330_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5b_330_grana.bmp""]",,,,Commenti TOT_2018_Texture.csv,6.52
Texture,TN330_2019-02-20,1116.0,TN330,C0Q,TG_26,2019-02-20,2019,FUORI_ATTRIBUTO,Presenta cristalli ma poca grana.,cristalli poca grana,cristalli poca grana,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P5a_330_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P5a_330_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5a_330_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5b_330_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5a_330_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5b_330_grana.bmp""]",,,,Commenti TOT_2018_Texture.csv,7
Texture,TN330_2019-02-20,1117.0,TN330,C0Q,TG_35,2019-02-20,2019,OK,Il campione si scioglie bene.,si sciogliie bene,si sciogliie bene,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P5a_330_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P5a_330_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5a_330_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5b_330_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5a_330_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P5b_330_grana.bmp""]",,,,Commenti TOT_2018_Texture.csv,8.02
Texture,TN338_2019-02-20,1118.0,TN338,C0R,Q_09,2019-02-20,2019,OK,"Il campione è morbido, deformabile, con pochi cristalli e poco solubile, suggerendo una stagionatura non avanzata.",morbido deformabile pochi cristalli poco solubile poco stagionato ?),morbido deformabile pochi cristalli poco solubile poco stagionato ?),1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P6a_338_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P6a_338_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P6a_338_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P6b_338_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P6a_338_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P6b_338_grana.bmp""]",,,,Commenti TOT_2018_Texture.csv,6.1
