id,classe,caption,commento_raw,commento_prenorm,anno,prodotto,panelista
527,OK,"La crosta è fine, ma presenta una sottocrosta dal colore marcato.",Crosta fine ma con sottocrosta dal colore marcato,Crosta fine ma con sottocrostarosta dal colore marcato,2018,C0G,TG_13
528,OK,"La crosta presenta uno spessore di 10 mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",10 mm,nella norma mm,2018,C0G,TG_15
529,FUORI_ATTRIBUTO,Decisamente più intenso su un piatto.,Decisamente più intenso su un piatto,Decisamente più intenso su un piatto,2018,C0G,TG_19
530,FUORI_ATTRIBUTO,Media di 1.,Media 1,Media 1,2018,C0G,TG_26
531,FUORI_ATTRIBUTO,Media di 10 mm.,Media 10mm,Media 10mm,2018,C0I,Q_02
532,OK,"La crosta è molto sottile, ma gli spigoli sono marcati.","0,9 cm ma gli spigoli sono marcati",molto sottile ma gli spigoli sono marcati,2018,C0I,TG_13
533,OK,"Lo spessore della crosta del campione è di 10 mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",10 mm,nella norma mm,2018,C0I,TG_15
534,CONFORME,Il campione presenta caratteristiche conformi alle norme di qualità del Grana Trentino DOP.,10,nella norma,2018,C0I,TG_19
535,OK,"La crosta è molto sottile, ma presenta spigoli pronunciati.",Molto sottile peccato per gli spigoli pronunciati,Molto sottile peccato per gli spigoli pronunciati,2018,C0I,TG_26
536,FUORI_ATTRIBUTO,Media di 10 mm con crosta sfumata.,Media 10mm Crosta sfumata,Media 10mm Crosta sfumata,2018,C0L,Q_02
537,OK,La crosta è molto sottile.,"0,9 cm",molto sottile,2018,C0L,TG_13
538,OK,La crosta presenta uno spessore elevato.,13 mm,spessa mm,2018,C0L,TG_15
539,CONFORME,Il campione rispetta gli standard di qualità previsti per il Grana Trentino DOP.,10,nella norma,2018,C0L,TG_19
540,OK,"La crosta è molto spessa sopra 1.5 mm, con spigoli molto pronunciati.",Scalzi crosta molto spessa sopra 1.5 piatti 1spigoli molto pronunciati,Scalzi crosta molto spessa sopra 1.5 piatti 1spigoli molto pronunciati,2018,C0L,TG_26
541,FUORI_ATTRIBUTO,La crosta presenta uno spessore sfumato di 12 mm.,Crosta sfumata Media 12mm,Crosta sfumata Media 12mm,2018,C0M,Q_02
542,FUORI_ATTRIBUTO,"Lo spessore della crosta è di 0,8 cm.","0,8 cm",molto sottile,2018,C0M,TG_13
543,FUORI_ATTRIBUTO,Lo spessore della crosta è di 10 mm.,10 mm,nella norma mm,2018,C0M,TG_15
544,ILLEGGIBILE,,9,nella norma,2018,C0M,TG_19
545,FUORI_ATTRIBUTO,Lo spessore della crosta è di 8 mm.,Media 8mm,Media 8mm,2018,C0O,Q_02
546,ILLEGGIBILE,,"0,8","0,8",2018,C0O,Q_09
547,ILLEGGIBILE,,"0,7cm",molto sottile,2018,C0O,TG_13
548,FUORI_ATTRIBUTO,Lo spessore della crosta è di 8 mm.,8 mm,nella norma mm,2018,C0O,TG_15
549,FUORI_ATTRIBUTO,Lo spessore della crosta varia tra 8 e 9 mm.,Diversi da un piatto all'altro ma sui 8 9 mm,Diversi da un piatto all'altro ma sui 8 9 mm,2018,C0O,TG_19
550,OK,La crosta presenta tratti sottilissimi.,A tratti  sottilissima,A tratti  sottilissima,2018,C0O,TG_26
551,FUORI_ATTRIBUTO,La crosta presenta uno spessore sfumato di 8 mm.,Crosta sfumata  Media 8mm,Crosta sfumata  Media 8mm,2018,C0A,Q_02
552,CONFORME,"La crosta del campione presenta uno spessore regolare e scalzo, conforme alle attese per la stagionatura del Grana Trentino DOP.",Regolare,Regolare,2018,C0A,TG_05
553,FUORI_ATTRIBUTO,Lo spessore della crosta è di 11 mm.,11mm,nella normamm,2018,C0A,TG_15
554,FUORI_ATTRIBUTO,Il colore è più intenso sotto un piatto.,9 colore più intenso sotto un piatto,nella norma colore più intenso sotto un piatto,2018,C0A,TG_19
555,FUORI_ATTRIBUTO,Lo spessore della crosta è piuttosto variabile tra piatti e scalzi.,Piuttosto variabile tra piatti e scalzi,Piuttosto variabile tra piatti e scalzi,2018,C0A,TG_24
556,OK,La crosta è sottile sui piatti e leggermente più spessa negli scalzi.,Sottile sul piatti un Po più spessa negli scalzi,Sottile sul piatti leggermente più spessa negli scalzi,2018,C0A,TG_26
557,FUORI_ATTRIBUTO,La crosta presenta uno spessore sfumato di 9 mm.,Crosta sfumata Media 9mm,Crosta sfumata Media 9mm,2018,C0C,Q_02
558,ILLEGGIBILE,,"1,1","1,1",2018,C0C,TG_13
559,FUORI_ATTRIBUTO,Lo spessore della crosta è di 9 mm.,9 mm,nella norma mm,2018,C0C,TG_15
560,ILLEGGIBILE,,10,nella norma,2018,C0C,TG_19
561,OK,"La crosta del campione ha uno spessore di 11 mm, in linea con le aspettative per la stagionatura.",11 mm,nella norma mm,2018,C0C,TG_24
562,FUORI_ATTRIBUTO,Spogli con crosta pronunciata.,Spogli e crosta pronunciate,Spogli e crosta pronunciate,2018,C0C,TG_26
563,FUORI_ATTRIBUTO,Media di 8 mm.,Media 8mn,Media 8mn,2018,C0D,Q_02
564,OK,"La crosta presenta una finitura omogenea, conforme agli standard di qualità del Grana Trentino DOP.",Omogeneo,Omogeneo,2018,C0D,TG_05
565,OK,"Lo spessore della crosta è di 8 mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",8 mm,nella norma mm,2018,C0D,TG_15
566,CONFORME,Il campione mostra caratteristiche conformi alle attese per il Grana Trentino DOP.,9,nella norma,2018,C0D,TG_19
567,FUORI_ATTRIBUTO,Fine nel complesso.,Fine nel complessoh,Fine nel complessoh,2018,C0D,TG_24
568,OK,"La crosta del campione presenta uno spessore sottile, conforme alle attese per la stagionatura del Grana Trentino DOP.",Sottile,Sottile,2018,C0D,TG_26
569,FUORI_ATTRIBUTO,"Molto sfumata, media di 10 mm.",Molto sfumata Media 10mm,Molto sfumata Media 10mm,2018,C0I,Q_02
570,OK,"La crosta del campione ha uno spessore di 12 mm, conforme alle attese per la stagionatura.",12 mm,nella norma mm,2018,C0I,TG_15
571,FUORI_ATTRIBUTO,Media di 10 e 11.,10 11,nella norma 11,2018,C0I,TG_19
572,OK,"La crosta del campione presenta uno spessore alto, conforme alle attese per la stagionatura del Grana Trentino DOP.",Alta,Alta,2018,C0I,TG_24
573,OK,"La crosta del campione presenta spigoli pronunciati e uno spessore sottile, conforme alle attese per la stagionatura del Grana Trentino DOP.",Spigoli pronunciati crosta sottil,Spigoli pronunciati crosta sottil,2018,C0I,TG_26
574,FUORI_ATTRIBUTO,"Crosta sfumata, media di 10 mm.",Crosta sfumata  Media 10mm,Crosta sfumata  Media 10mm,2018,C0M,Q_02
575,OK,"La crosta del campione presenta uno spessore sottile ai piatti, conforme alle attese per la stagionatura del Grana Trentino DOP.",Sottile ai piatti,Sottile ai piatti,2018,C0M,TG_05
576,OK,"La crosta del campione presenta uno spessore molto spessa su un piatto, conforme alle attese per la stagionatura del Grana Trentino DOP.",Molto spessa su un piatto,Molto spessa su un piatto,2018,C0M,TG_13
577,OK,"Lo spessore della crosta è di 8 mm, in linea con le aspettative per il Grana Trentino DOP.",8 mm,nella norma mm,2018,C0M,TG_15
578,FUORI_ATTRIBUTO,Media di 9 e 10.,9 10,nella norma 10,2018,C0M,TG_19
579,FUORI_ATTRIBUTO,Media di 10 mm.,10 mm in media,nella norma mm in media,2018,C0M,TG_24
580,FUORI_ATTRIBUTO,Media di 9 mm.,Media 9mm,Media 9mm,2018,C0N,Q_02
581,OK,"La crosta presenta uno spessore di 12 mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",12 mm,nella norma mm,2018,C0N,TG_15
582,CONFORME,Il campione rispetta gli standard di qualità previsti per il Grana Trentino DOP.,10,nella norma,2018,C0N,TG_19
583,FUORI_ATTRIBUTO,Mediamente inferiore a 10.,Mediamente minore di 10,Mediamente minore di 10,2018,C0N,TG_24
584,OK,"La crosta del campione presenta uno spessore grossa, con angoli ben definiti e una sottocrosta leggermente rugosa.",Crosta grossa,Crosta grossa,2018,C0N,TG_26
585,ILLEGGIBILE,,Difficile da distinguere  Circa 12mm Spigoli mo!ti accentuati,differenzaicile da distinguere  Circa 12mm Spigoli mo!ti accentuati,2018,C0A,Q_02
586,CONFORME,"Il campione presenta caratteristiche di qualità ottimali, conformi alle norme del Grana Trentino DOP.",Ottimi piatti,Ottimi piatti,2018,C0A,TG_04
587,OK,"La crosta del campione presenta uno spessore molto sottile, con angoli ben definiti e una sottocrosta leggermente rugosa.","0,7 cm",molto sottile,2018,C0A,TG_13
588,OK,"La crosta del campione presenta uno spessore medio di 9mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",Media 9mm,Media 9mm,2018,C0C,Q_02
589,FUORI_ATTRIBUTO,"0,6 e 0,8, più evidente negli angoli e scalzo.","O,6 0,8  più evidente negli angoli e scalzo","O,6 0,8  più evidente negli angoli e scalzo",2018,C0C,Q_09
590,OK,"La crosta del campione presenta uno spessore molto sottile di 6mm, con una media buona.",A tratti molto sottile 6 mm. La media è buona,A tratti molto sottile 6 mm. La media è buona,2018,C0C,TG_04
591,OK,"La crosta del campione presenta uno spessore molto sottile, con angoli ben definiti e una sottocrosta leggermente rugosa.","0,8 cm",molto sottile,2018,C0C,TG_13
592,OK,"Da un lato la crosta presenta spigoli più pronunciati, mantenendo uno spessore regolare.",Da un lato spigoli più pronunciate,Da un lato spigoli più pronunciate,2018,C0C,TG_26
593,OK,"La crosta del campione presenta uno spessore sfumato, con una media di 5mm per il piatto, 10mm per il scalzo e una media totale di 6mm.",Crosta sfumata  Media piatto 5mm Media scalzo 10mm Media totale 6mm,Crosta sfumata  Media piatto 5mm Media scalzo 10mm Media totale 6mm,2018,C0G,Q_02
594,OK,"La crosta del campione presenta uno spessore di 1 e 1,2mm su un lato scalzo e angoli.","1 e 1,2 su un lato scalzo e angoli","1 e 1,2 su un lato scalzo e angoli",2018,C0G,Q_09
595,OK,"La crosta del campione presenta uno spessore molto sottile, con angoli ben definiti e una sottocrosta leggermente rugosa.","1,1 cm",molto sottile,2018,C0G,TG_13
596,OK,"La sottocrosta del campione presenta un'intensità marcata, contribuendo alla qualità della crosta.",Sottoscritta intenso,sottocrosta intenso,2018,C0G,TG_19
597,OK,"La crosta del campione è molto grossa e evidente, con un colore molto scuro e spigoli pronunciati.",Molto grossa e evidente colore molto scuro  spigoli pronunciati,Molto grossa e evidente colore molto scuro  spigoli pronunciati,2018,C0G,TG_26
598,OK,"La crosta del campione presenta uno spessore sfumato, con una media di 9mm.",Sfumata  Media 9mm,Sfumata  Media 9mm,2018,C0M,Q_02
599,ILLEGGIBILE,,1,1,2018,C0M,Q_09
600,OK,"La crosta del campione è inferiore al cm in un piatto, mentre nell'altro è più spessa.","Inferiore al cm in un piatto, nell'altro più  spessa","Inferiore al cm in un piatto, nell'altro più  spessa",2018,C0M,TG_04
601,FUORI_ATTRIBUTO,"0,8 cm.","0,8cm",molto sottile,2018,C0M,TG_13
602,FUORI_ATTRIBUTO,"Ben distinta, 5 mm.",Ben distinta 5mm,Ben distinta 5mm,2018,C0O,Q_02
603,ILLEGGIBILE,,"0,8","0,8",2018,C0O,Q_09
604,FUORI_ATTRIBUTO,"0,8 cm.","0,8 cm",molto sottile,2018,C0O,TG_13
605,FUORI_ATTRIBUTO,Media di 5 mm.,Media 5mm,Media 5mm,2018,C0Q,Q_02
606,FUORI_ATTRIBUTO,1 cm.,1 cm,molto sottile,2018,C0Q,Q_09
607,FUORI_ATTRIBUTO,Un po' grossa.,Un Po grossa,leggermente grossa,2018,C0Q,TG_26
608,FUORI_ATTRIBUTO,Sfumatura media di 6 mm.,Sfumata Media 6 mm,Sfumata Media 6 mm,2018,C0A,Q_02
609,FUORI_ATTRIBUTO,Più evidente su un piatto e negli angoli.,Più evidente Su un piatto e angoli,Più evidente Su un piatto e angoli,2018,C0A,Q_09
610,ILLEGGIBILE,,"0,8","0,8",2018,C0A,TG_13
611,FUORI_ATTRIBUTO,Bassa.,Bassa,Bassa,2018,C0A,TG_24
612,FUORI_ATTRIBUTO,Sfumatura con spigoli accentuati di media 8 mm.,Sfumata  Spigoli accentuati Media 8mm,Sfumata  Spigoli accentuati Media 8mm,2018,C0C,Q_02
613,FUORI_ATTRIBUTO,Più evidente negli angoli e sotto un piatto.,Più evidente negli Angoli e sotto un piatto,Più evidente negli Angoli e sotto un piatto,2018,C0C,Q_09
614,FUORI_ATTRIBUTO,Piatti molto sottili.,Piatti molto sottili,Piatti molto sottili,2018,C0C,TG_04
615,ILLEGGIBILE,,Sottocrosta  poco evidente,sottocrostarosta  poco evidente,2018,C0C,TG_12
616,ILLEGGIBILE,,"0,6","0,6",2018,C0C,TG_13
617,CONFORME,Il campione mostra caratteristiche conformi alle attese per il Grana Trentino DOP.,8 9,nella norma 9,2018,C0C,TG_19
618,FUORI_ATTRIBUTO,Più sottile su un lato.,Più sottile  su un lato,Più sottile  su un lato,2018,C0C,TG_20
619,FUORI_ATTRIBUTO,"Diversa tra scalzi e piatti, ma mediamente 8 mm.",Diversa tra scalzi e piatti ma mediamente 8 mm,Diversa tra scalzi e piatti ma mediamente 8 mm,2018,C0C,TG_24
620,ILLEGGIBILE,,Sfumata Poco percepibile dove termina la crosta e comincia la pasta  Ne. Evidente la struttura a grana gia sottocrosta   Media 6mm,Sfumata Poco percepibile dove termina la crosta e comincia la pasta  Ne. Evidente la struttura a grana gia sottocrostarosta   Media 6mm,2018,C0D,Q_02
621,FUORI_ATTRIBUTO,1 cm.,1 cm,molto sottile,2018,C0D,Q_09
622,FUORI_ATTRIBUTO,Mutevole intorno ai 10 mm.,Mutevole intorno ai 10mm,Mutevole intorno ai 10mm,2018,C0D,TG_04
623,FUORI_ATTRIBUTO,1 cm.,1 cm,molto sottile,2018,C0D,TG_13
624,FUORI_ATTRIBUTO,Diversa da piatti a scalzi con media di 10 mm.,Diversa da piatti a scalzi con media 10 mm,Diversa da piatti a scalzi con media 10 mm,2018,C0D,TG_24
625,OK,"Lo spessore della crosta è nella media, pari a 9 mm.",Media 9mm,Media 9mm,2018,C0H,Q_02
626,FUORI_ATTRIBUTO,Colore sottocrosta sganciato che sfuma verso l'interno.,Colore sottocrosta sganciato sfuma verso linterno,Colore sottocrostarosta aranciato sfuma verso linterno,2018,C0H,Q_09
627,FUORI_ATTRIBUTO,Maggiorazione superiore a 1 cm.,More superiore al cm,More superiore al cm,2018,C0H,TG_04
628,FUORI_ATTRIBUTO,"0,9.","0,9","0,9",2018,C0H,TG_13
629,CONFORME,Il campione rispetta gli standard di qualità previsti per il Grana Trentino DOP.,10,nella norma,2018,C0H,TG_19
630,OK,Lo spessore della crosta è mediamente 11 mm.,Mediamente 11 mm,Mediamente 11 mm,2018,C0H,TG_24
631,FUORI_ATTRIBUTO,Spigoli pronunciati con media di 1.,Spigoli pronunciati media 1,Spigoli pronunciati media 1,2018,C0H,TG_26
632,FUORI_ATTRIBUTO,"Disomogenea lungo il perimetro, sfumata con media di 11 mm.",Disomogenea lungo il perimetro sfumata  Media 11mm,Disomogenea lungo il perimetro sfumata  Media 11mm,2018,C0N,Q_02
633,FUORI_ATTRIBUTO,Più evidente negli angoli e sotto un piatto.,Più evidente negli angoli e sotto 1 piatto,Più evidente negli angoli e sotto 1 piatto,2018,C0N,Q_09
634,FUORI_ATTRIBUTO,"0,9.","0,9","0,9",2018,C0N,TG_13
635,OK,"La crosta del campione ha uno spessore di 11 mm, conforme alle attese per la stagionatura.",11,nella norma,2018,C0N,TG_19
636,FUORI_ATTRIBUTO,Spessa su un lato.,Spessa su un lato,Spessa su un lato,2018,C0N,TG_20
637,FUORI_ATTRIBUTO,Spessore di 11 mm.,11 mm,nella norma mm,2018,C0N,TG_24
638,FUORI_ATTRIBUTO,"Sfumature con spigoli accentuati, spessore medio di 7 mm.",Sfumata  Spigoli accentuati  Media 7mm,Sfumata  Spigoli accentuati  Media 7mm,2018,C0Q,Q_02
639,FUORI_ATTRIBUTO,"Un piatto è molto buono, l'altro è disastroso.","1 piatto molto buono, l'altro disastroso","1 piatto molto buono, l'altro disastroso",2018,C0Q,TG_04
640,FUORI_ATTRIBUTO,"Spessore di 0,6 mm.","0,6","0,6",2018,C0Q,TG_13
641,OK,"La crosta presenta uno spessore di 7 mm, molto chiaro e conforme alle attese per la stagionatura.",7 molto chiaro,nella norma molto chiaro,2018,C0Q,TG_19
642,FUORI_ATTRIBUTO,Meno spessa su un lato.,Meno spessa su una faccia,Meno spessa su una faccia,2018,C0Q,TG_20
643,FUORI_ATTRIBUTO,Spessore medio di 10 mm.,Media 10 mm,Media 10 mm,2018,C0Q,TG_24
644,FUORI_ATTRIBUTO,"Crosta sfumata con spigoli accentuati, spessore medio di 10 mm.",Crosta sfumata  Spigoli accentuati  Media 10mm,Crosta sfumata  Spigoli accentuati  Media 10mm,2018,C0H,Q_02
645,FUORI_ATTRIBUTO,"Spessore di 6 mm su un lato, 8 mm sull'altro e 12 mm sullo scalzo.",Su un lato 6 mm sull'altro 8 sullo scalzo 12,Su un lato 6 mm sull'altro 8 sullo scalzo 12,2018,C0H,Q_09
646,FUORI_ATTRIBUTO,"Spessore di 0,8 cm.","0,8cm",molto sottile,2018,C0H,TG_13
647,FUORI_ATTRIBUTO,Spessore spesso.,Spessa,Spessa,2018,C0H,TG_35
648,FUORI_ATTRIBUTO,"Crosta sfumata con spigoli accentuati, spessore medio di 12 mm.",Crosta sfumata  Spigoli accentuati Media 12mm,Crosta sfumata  Spigoli accentuati Media 12mm,2018,C0N,Q_02
649,OK,"La crosta presenta una pigmentazione più evidente negli angoli e sullo scalzo, con angoli ben definiti e una sottocrosta leggermente rugosa.",Crosta più evidente negli angoli e sullo scalzo,Crosta più evidente negli angoli e sullo scalzo,2018,C0N,Q_09
650,FUORI_ATTRIBUTO,Spessore sempre superiore a 1 cm.,Sempre superiore al cm,Sempre superiore al cm,2018,C0N,TG_04
651,OK,"La crosta è molto sottile con unghia evidente, soprattutto agli spigoli, conforme alle attese per la stagionatura del Grana Trentino DOP.",1 cm con unghia evidente soprattutto agli spigoli.,molto sottile con unghia evidente soprattutto agli spigoli.,2018,C0N,TG_13
652,OK,"La crosta del campione è molto spessa, con angoli ben definiti e una sottocrosta leggermente rugosa.",Molto spessa,Molto spessa,2018,C0N,TG_26
653,OK,"La crosta presenta uno spessore regolare e scalzo, con angoli ben definiti e una sottocrosta leggermente rugosa.",Spessa,Spessa,2018,C0N,TG_35
654,FUORI_ATTRIBUTO,Sfumature con spessore medio di 8 mm.,Sfumata Media 8mm,Sfumata Media 8mm,2018,C0Q,Q_02
655,FUORI_ATTRIBUTO,"A tratti, spessore inferiore a 10 mm.",A tratti inferiore ai 10 mm,A tratti inferiore ai 10 mm,2018,C0Q,TG_04
656,FUORI_ATTRIBUTO,"Spessore di 0,5 cm.","0,5 cm",molto sottile,2018,C0Q,TG_13
657,OK,"Su uno scalzo, la crosta è molto spessa, conforme alle attese per la stagionatura del Grana Trentino DOP.",Su uno scalzo crosta molto spessa media 1,Su uno scalzo crosta molto spessa media 1,2018,C0Q,TG_26
658,FUORI_ATTRIBUTO,Spessore sottile.,Sottile,Sottile,2018,C0Q,TG_35
659,FUORI_ATTRIBUTO,"Spessore medio di 8 mm per scalzo e piatto, spigoli di almeno 18 mm.",Spessore medio scalzo e piatto 8mm  Spigoli 18mm minimo,Spessore medio scalzo e piatto 8mm  Spigoli 18mm minimo,2018,C0D,Q_02
660,FUORI_ATTRIBUTO,"Spessore di 0,8 mm, con un lato di colore scuro e passaggio netto.","0,8 ma su un lato il colore e scuro ed è netto il passaggio","0,8 ma su un lato il colore e scuro ed è netto il passaggio",2018,C0D,Q_09
661,FUORI_ATTRIBUTO,Limite netto con crosta sottile.,Limite netto. Crosta sottile,Limite netto. Crosta sottile,2018,C0D,TG_04
662,OK,"La crosta è regolare e presenta uno spessore sotto 1 cm, conforme alle attese per la stagionatura.",Regolare sotto 1 cm,Regolare sotto 1 cm,2018,C0D,TG_08
663,FUORI_ATTRIBUTO,Più spessa su un piatto.,Più spessa su di un piatto,Più spessa su di un piatto,2018,C0D,TG_11
664,OK,"Lo spessore della crosta è compreso tra 8 e 10 cm, conforme alle attese per la stagionatura.",8. 10 cm,nella norma. 10 cm,2018,C0D,TG_15
665,FUORI_ATTRIBUTO,Sottile,Sottile,Sottile,2018,C0D,TG_20
666,FUORI_ATTRIBUTO,"Medio basso, 8 mm",Medio basso..8 mm,Medio basso..8 mm,2018,C0D,TG_24
667,FUORI_ATTRIBUTO,Uniforme con spigoli fini,Uniforme 1 spigoli fini,Uniforme 1 spigoli fini,2018,C0D,TG_26
668,FUORI_ATTRIBUTO,Molto sfumato con spessore minimo di 11 mm,Molto sfumato Spessore minimo 11mm,Molto sfumato Spessore minimo 11mm,2018,C0E,Q_02
669,FUORI_ATTRIBUTO,"Colorazione che sfuma gradualmente, con angoli e scalzo più evidenti",1 colorazione che sfuma gradualmente più evidenti angoli e scalzo,1 colorazione che sfuma gradualmente più evidenti angoli e scalzo,2018,C0E,Q_09
670,FUORI_ATTRIBUTO,"Limite sfumato, ma la crosta è sempre spessa oltre 1 cm",Limite sfumato ma crosta sempre spessa oltre il cm,Limite sfumato ma crosta sempre spessa oltre il cm,2018,C0E,TG_04
671,FUORI_ATTRIBUTO,"Non regolare, superiore a 1 su un piatto",Non regolare superiore a 1 su un piatto,Non regolare superiore a 1 su un piatto,2018,C0E,TG_08
672,OK,"La crosta presenta uno spessore compreso tra 11 e 12 cm, conforme alle attese per la stagionatura.",11 12 cm,nella norma 12 cm,2018,C0E,TG_15
673,FUORI_ATTRIBUTO,"Molto diverso nelle diverse aree, comunque piuttosto alto",Molto diverso nelle differenti aree...piuttosto alto comunque,Molto diverso nelle differenzaerenti aree...piuttosto alto comunque,2018,C0E,TG_24
674,FUORI_ATTRIBUTO,"Scalzi un po' grossi nei fini, i piatti con spigoli ok",Scalzi Un Po grossa nei fini i piatti spigoli ok,Scalzi leggermente grossa nei fini i piatti spigoli ok,2018,C0E,TG_26
675,FUORI_ATTRIBUTO,"Spessore medio di piatto e scalzo circa 7 mm, spigoli circa 15 mm",Spessore medio piatto e scalzo circa7mm   Spigoli circa 15mm,Spessore medio piatto e scalzo circa7mm   Spigoli circa 15mm,2018,C0G,Q_02
676,FUORI_ATTRIBUTO,"0,8 mm su un lato con colore più scuro, ma spessore minore, 0,9 mm sull'altro","0,8 su un lato  con colore più scuro ma spessore minore 0,9 sull,altro","0,8 su un lato  con colore più scuro ma spessore minore 0,9 sull,altro",2018,C0G,Q_09
677,FUORI_ATTRIBUTO,Per lo più sotto i 10 mm,Per lo più  sotto i 10 mm,Per lo più  sotto i 10 mm,2018,C0G,TG_04
678,OK,"La crosta è regolare e presenta uno spessore entro 1 cm, conforme alle attese per la stagionatura.",Regolare entro1 cm,Regolare entro1 cm,2018,C0G,TG_08
679,FUORI_ATTRIBUTO,8 mm,8 mm,nella norma mm,2018,C0G,TG_15
680,FUORI_ATTRIBUTO,Più sottile su un lato,Più sottile su un lato,Più sottile su un lato,2018,C0G,TG_20
681,FUORI_ATTRIBUTO,Superiore a 11 mm,Superiore a 11,Superiore a 11,2018,C0G,TG_24
682,OK,"La crosta del campione presenta spigoli belli e uno spessore molto fine, conforme alle attese per la stagionatura del Grana Trentino DOP.",Piatti molto fine  spigoli belli,Piatti molto fine  spigoli belli,2018,C0G,TG_26
683,OK,"La crosta del campione è molto sottile e presenta un colore molto contrastato, conforme alle attese per la stagionatura del Grana Trentino DOP.",1 cm ma di colore molto contrastato,molto sottile ma di colore molto contrastato,2018,C0D,Q_09
684,FUORI_ATTRIBUTO,"Un piatto sul 12 mm o più, l'altro più sottile","1 piatto sul 12 mm o più, l'altro  più  sottile","1 piatto sul 12 mm o più, l'altro  più  sottile",2018,C0D,TG_04
685,CONFORME,"La crosta del campione presenta una superficie omogenea, conforme alle attese per la stagionatura del Grana Trentino DOP.",Omogenea,Omogenea,2018,C0D,TG_05
686,OK,"Lo spessore della crosta è di 1,1 cm, conforme alle aspettative per la stagionatura del Grana Trentino DOP.","1,1 cm",molto sottile,2018,C0D,TG_13
687,OK,"Il campione presenta uno spessore della crosta di 11 mm, in linea con le attese per la stagionatura.",11,nella norma,2018,C0D,TG_19
688,OK,"La crosta del campione presenta un colore marcato ed è meno spessa su un lato, conforme alle attese per la stagionatura del Grana Trentino DOP.","Dal colore marcato, meno spessa su un lato","Dal colore marcato, meno spessa su un lato",2018,C0D,TG_20
689,OK,"La crosta del campione è molto evidente, conforme alle attese per la stagionatura del Grana Trentino DOP.",Molto  evidente,Molto  evidente,2018,C0D,TG_26
690,FUORI_ATTRIBUTO,"1 o 1,2 mm","1 o 1,2","1 o 1,2",2018,C0H,Q_09
691,OK,"La crosta del campione è spessa agli angoli, conforme alle attese per la stagionatura del Grana Trentino DOP.",Spessa agli angoli,Spessa agli angoli,2018,C0H,TG_05
692,OK,"La sottocrosta del campione è molto marcata e presenta uno spessore di 1,4 cm, conforme alle attese per la stagionatura del Grana Trentino DOP.","Sottocrosta molto marcato. 1,4cm","sottocrostarosta molto marcato. 1,4cm",2018,C0H,TG_13
693,OK,"Lo spessore della crosta è compreso tra 10 e 11 mm, conforme alle aspettative per il Grana Trentino DOP.",10 11,nella norma 11,2018,C0H,TG_19
694,OK,"La crosta del campione è spessa oltre 1 cm, conforme alle attese per la stagionatura del Grana Trentino DOP.",Spessa oltre 1cm,Spessa oltre 1cm,2018,C0H,TG_35
695,OK,"La crosta del campione presenta uno spessore di 0,8 mm su un lato e 0,6 mm sull'altro, conforme alle attese per la stagionatura del Grana Trentino DOP.","0,8 su un lato e o,6 sull'altro","0,8 su un lato e o,6 sull'altro",2018,C0L,Q_09
696,FUORI_ATTRIBUTO,"Piatti difformi, uno molto fine e netto, l'altro con crosta sfumata e grossa","Piatti difformi, uno molto fine è netto. L'altro con crosta sfumata e grossa","Piatti differenzaormi, uno molto fine è netto. L'altro con crosta sfumata e grossa",2018,C0L,TG_04
697,CONFORME,"La crosta del campione è regolare, rispondendo alle attese per la stagionatura del Grana Trentino DOP.",Regolare,Regolare,2018,C0L,TG_05
698,FUORI_ATTRIBUTO,"1,2 mm","1,2","1,2",2018,C0L,TG_13
699,OK,"Lo spessore della crosta è compreso tra 9 e 10 mm, conforme alle attese per la stagionatura.",9 10,nella norma 10,2018,C0L,TG_19
700,OK,"La crosta del campione è sottile su una faccia, conforme alle attese per la stagionatura del Grana Trentino DOP.",Sottile su una faccia,Sottile su una faccia,2018,C0L,TG_20
701,FUORI_ATTRIBUTO,"Media di 0,8 mm","Media 0,8","Media 0,8",2018,C0L,TG_26
702,OK,"La crosta presenta uno spessore sottile, in linea con le aspettative per la stagionatura del Grana Trentino DOP.",Sottili,Sottili,2018,C0L,TG_35
703,FUORI_ATTRIBUTO,"La dimensione è di 12 cm, ma sfuma su una base scura.",12 cm ma sfuma su una base scura,nella norma cm ma sfuma su una base scura,2018,C0M,Q_09
704,FUORI_ATTRIBUTO,"Il limite è sfumato, ma rimane sempre sopra il centimetro.",Limite sfumato ma sempre sopra il cm,Limite sfumato ma sempre sopra il cm,2018,C0M,TG_04
705,FUORI_ATTRIBUTO,"Lo spessore è di 0,8 cm, molto fine sui piatti e più spesso sugli scalzi.","0,8 cm molto fine su I piatti. Spessa sugli scalzi",molto sottile molto fine su I piatti. Spessa sugli scalzi,2018,C0M,TG_13
706,FUORI_ATTRIBUTO,La valutazione è tra 9 e 10.,9 10,nella norma 10,2018,C0M,TG_19
707,FUORI_ATTRIBUTO,È molto sottile su una faccia.,Molto sottile su una faccia,Molto sottile su una faccia,2018,C0M,TG_20
