attributo,sample_id,caption_id,codice_caseificio,Prodotto,Panelista,Data Seduta di valutazione,anno,classe,caption,commento_prenorm,Commenti,peso,has_caption,has_images,has_fetta,has_grana,has_both_views,path_fetta_primaria,path_grana_primaria,paths_fetta_tutti,paths_grana_tutti,N° Seduta,Bimestre di Valutazione,Data Produzione,_source_file,Unnamed: 7,Profumo
Profumo,TN304_2019-01-30,1047.0,TN304,C0B,TG_15,2019-01-30,2019,OK,Il campione mostra note di panna e burro crudo.,"panna, burro crudo","panna, burro crudo",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P2a_304_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P2a_304_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P2a_304_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P2b_304_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P2a_304_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P2b_304_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,8.02
Profumo,TN305_2019-01-30,,TN305,C0C,Q_09,2019-01-30,2019,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P3a_305_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P3a_305_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P3a_305_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P3b_305_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P3a_305_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P3b_305_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,7.3
Profumo,TN305_2019-01-30,,TN305,C0C,TG_12,2019-01-30,2019,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P3a_305_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P3a_305_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P3a_305_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P3b_305_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P3a_305_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P3b_305_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,8.02
Profumo,TN305_2019-01-30,1048.0,TN305,C0C,TG_13,2019-01-30,2019,OK,Si percepisce un leggero sentore fermentato.,"leggero, fermentato","leggero, fermentato",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P3a_305_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P3a_305_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P3a_305_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P3b_305_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P3a_305_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P3b_305_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,6.46
Profumo,TN305_2019-01-30,1049.0,TN305,C0C,TG_35,2019-01-30,2019,FUORI_ATTRIBUTO,Il commento descrive note di latte acido e panna con un leggero sentore di insilato.,"latte acido, panna leggero insilatoilato","latte acido, panna leggero insilato",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P3a_305_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P3a_305_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P3a_305_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P3b_305_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P3a_305_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P3b_305_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,6.7
Profumo,TN305_2019-01-30,1050.0,TN305,C0C,TG_04,2019-01-30,2019,FUORI_ATTRIBUTO,Il commento si riferisce a un'intensità contenuta e note di fogna.,"intensita' contenuta, fogna","intensita' contenuta, fogna",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P3a_305_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P3a_305_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P3a_305_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P3b_305_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P3a_305_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P3b_305_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,6.28
Profumo,TN305_2019-01-30,1051.0,TN305,C0C,TG_05,2019-01-30,2019,OK,Il campione presenta note di latte cotto e burro fuso.,latte cotto;burro fuso;,latte cotto;burro fuso;,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P3a_305_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P3a_305_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P3a_305_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P3b_305_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P3a_305_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P3b_305_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,7.9
Profumo,TN305_2019-01-30,1052.0,TN305,C0C,TG_11,2019-01-30,2019,OK,Si percepiscono note di panna con un leggero sentore di brodo.,"panna, leggero sentore di brodo","panna, leggero sentore di brodo",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P3a_305_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P3a_305_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P3a_305_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P3b_305_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P3a_305_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P3b_305_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,7.6
Profumo,TN305_2019-01-30,1053.0,TN305,C0C,TG_15,2019-01-30,2019,OK,Il profumo presenta note pungenti e lattiche.,un po- pungente note lattiche,un po- pungente note lattiche,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P3a_305_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P3a_305_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P3a_305_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P3b_305_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P3a_305_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P3b_305_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,7.36
Profumo,TN307_2019-01-30,1054.0,TN307,C0E,TG_15,2019-01-30,2019,FUORI_ATTRIBUTO,Il commento descrive note di frutta fermentata.,frutta fermentata,frutta fermentata,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P4a_307_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P4a_307_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P4a_307_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P4b_307_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P4a_307_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P4b_307_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,6.52
Profumo,TN307_2019-01-30,1055.0,TN307,C0E,Q_09,2019-01-30,2019,FUORI_ATTRIBUTO,Il commento si riferisce a note vegetali e balsamiche.,vegetaleetale balsamico,vegetale balsamico,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P4a_307_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P4a_307_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P4a_307_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P4b_307_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P4a_307_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P4b_307_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,6.1
Profumo,TN307_2019-01-30,,TN307,C0E,TG_12,2019-01-30,2019,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P4a_307_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P4a_307_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P4a_307_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P4b_307_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P4a_307_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P4b_307_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,8.2
Profumo,TN307_2019-01-30,1056.0,TN307,C0E,TG_13,2019-01-30,2019,FUORI_ATTRIBUTO,Il campione presenta note ossidate e fermentate.,ossidato. forse fermentato.,ossidato. forse fermentato.,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P4a_307_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P4a_307_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P4a_307_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P4b_307_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P4a_307_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P4b_307_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,6.04
Profumo,TN307_2019-01-30,1057.0,TN307,C0E,TG_35,2019-01-30,2019,FUORI_ATTRIBUTO,"Il campione presenta note di brodo di carne, panna, burro leggero e latte acido.","brodo di carne, panna, burro leggero latte acido","brodo di carne, panna, burro leggero latte acido",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P4a_307_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P4a_307_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P4a_307_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P4b_307_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P4a_307_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P4b_307_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,9.28
Profumo,TN307_2019-01-30,1058.0,TN307,C0E,TG_04,2019-01-30,2019,FUORI_ATTRIBUTO,"Il campione ha un aroma di formaggio quasi fermentato, non tipico del Trentingrana, con una nota non sgradevole.","su base lattea delicata spicca un aroma di formaggio quasi fermentato non tipico del trentingrana. non una puzza, ma quasi","su base lattea delicata spicca un aroma di formaggio quasi fermentato non tipico del trentingrana. non una puzza, ma quasi",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P4a_307_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P4a_307_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P4a_307_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P4b_307_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P4a_307_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P4b_307_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,6.52
Profumo,TN307_2019-01-30,1059.0,TN307,C0E,TG_05,2019-01-30,2019,OK,Il campione presenta una nota acida.,acido,acido,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P4a_307_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P4a_307_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P4a_307_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P4b_307_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P4a_307_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P4b_307_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,6.1
Profumo,TN307_2019-01-30,1060.0,TN307,C0E,TG_11,2019-01-30,2019,OK,Il campione presenta una nota fermentata.,fermentato,fermentato,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P4a_307_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P4a_307_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P4a_307_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P4b_307_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P4a_307_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P4b_307_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,5.86
Profumo,TN313_2019-01-30,1061.0,TN313,C0H,TG_15,2019-01-30,2019,OK,Il campione ha una debole nota di frutta matura.,debole frutta matura,debole frutta matura,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P5a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P5a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P5a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P5b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P5a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P5b_313_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,7.54
Profumo,TN313_2019-01-30,,TN313,C0H,Q_09,2019-01-30,2019,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P5a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P5a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P5a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P5b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P5a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P5b_313_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,7.66
Profumo,TN313_2019-01-30,1062.0,TN313,C0H,TG_12,2019-01-30,2019,OK,Il campione presenta note fruttate di ananas.,fruttato ananas,fruttato ananas,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P5a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P5a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P5a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P5b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P5a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P5b_313_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,7.54
Profumo,TN313_2019-01-30,1063.0,TN313,C0H,TG_13,2019-01-30,2019,OK,"Il campione ha un profumo positivo di burro e panna, con un leggero sentore di cotto.",positivo di burro e panna. leggero sentoee di cotto,positivo di burro e panna. leggero sentoee di cotto,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P5a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P5a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P5a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P5b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P5a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P5b_313_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,7.42
Profumo,TN313_2019-01-30,1064.0,TN313,C0H,TG_35,2019-01-30,2019,OK,Il campione presenta note fruttate e un aroma lattico fresco di panna e burro.,frutato e lattico fresco (panna burro),frutato e lattico fresco (panna burro),1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P5a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P5a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P5a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P5b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P5a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P5b_313_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,8.98
Profumo,TN313_2019-01-30,1065.0,TN313,C0H,TG_04,2019-01-30,2019,OK,"Il campione ha un'intensità moderata con sentori di panna, latte intero e burro sciolto, accompagnati da una lieve nota tostato.","intensita' moderata. semtori di panna, latte intero, burro sciolto. lieve tostato","intensita' moderata. semtori di panna, latte intero, burro sciolto. lieve tostato",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P5a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P5a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P5a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P5b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P5a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P5b_313_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,8.14
Profumo,TN313_2019-01-30,,TN313,C0H,TG_05,2019-01-30,2019,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P5a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P5a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P5a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P5b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P5a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P5b_313_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,6.52
Profumo,TN313_2019-01-30,1066.0,TN313,C0H,TG_11,2019-01-30,2019,FUORI_ATTRIBUTO,Il campione presenta note di latte e brodo.,latte e brodo,latte e brodo,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P5a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P5a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P5a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P5b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P5a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P5b_313_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,7.48
Profumo,TN330_2019-01-30,1067.0,TN330,C0Q,TG_15,2019-01-30,2019,OK,Il campione ha note di caramella mou e burro cotto.,"caramella mou, burro cotto","caramella mou, burro cotto",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P6a_330_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P6a_330_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P6a_330_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P6b_330_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P6a_330_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P6b_330_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,8.02
Profumo,TN330_2019-01-30,1068.0,TN330,C0Q,Q_09,2019-01-30,2019,OK,Il campione presenta una nota di panna.,panna;,panna;,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P6a_330_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P6a_330_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P6a_330_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P6b_330_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P6a_330_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P6b_330_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,8.14
