attributo,sample_id,caption_id,codice_caseificio,Prodotto,Panelista,Data Seduta di valutazione,anno,classe,caption,commento_prenorm,Commenti,peso,has_caption,has_images,has_fetta,has_grana,has_both_views,path_fetta_primaria,path_grana_primaria,paths_fetta_tutti,paths_grana_tutti,N° Seduta,Bimestre di Valutazione,Data Produzione,_source_file,Aroma
Aroma,TN310_2019-02-20,857.0,TN310,C0F,Q_09,2019-02-20,2019,OK,Formaggio cotto.,formaggio cotto,formaggio cotto,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P1a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P1a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1b_310_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,6.7
Aroma,TN310_2019-02-20,,TN310,C0F,TG_04,2019-02-20,2019,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P1a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P1a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1b_310_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,7.72
Aroma,TN310_2019-02-20,,TN310,C0F,TG_05,2019-02-20,2019,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P1a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P1a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1b_310_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,7.06
Aroma,TN310_2019-02-20,858.0,TN310,C0F,TG_11,2019-02-20,2019,OK,Piuttosto neutro.,piuttosto neutro,piuttosto neutro,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P1a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P1a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1b_310_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,7
Aroma,TN310_2019-02-20,,TN310,C0F,TG_12,2019-02-20,2019,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P1a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P1a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1b_310_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,8.02
Aroma,TN310_2019-02-20,859.0,TN310,C0F,TG_13,2019-02-20,2019,OK,Non tipico del Grana Trentino.,non tipico del grana.,non tipico del grana.,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P1a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P1a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1b_310_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,5.98
Aroma,TN310_2019-02-20,860.0,TN310,C0F,TG_14,2019-02-20,2019,OK,Burro e leggero formaggio cotto.,burro e leggero fogmaggio cotto,burro e leggero fogmaggio cotto,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P1a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P1a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1b_310_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,8.02
Aroma,TN310_2019-02-20,861.0,TN310,C0F,TG_20,2019-02-20,2019,OK,"Note aromatiche più tipiche del nostrano che del grana, formaggio cotto e crosta di formaggio.","note aromatiche pi\ tipiche del nostrano che del grana, formaggio cotto, crosta di formaggio","note aromatiche pi\ tipiche del nostrano che del grana, formaggio cotto, crosta di formaggio",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P1a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P1a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1b_310_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,6.16
Aroma,TN310_2019-02-20,,TN310,C0F,TG_26,2019-02-20,2019,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P1a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P1a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1b_310_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,5.98
Aroma,TN310_2019-02-20,862.0,TN310,C0F,TG_35,2019-02-20,2019,OK,Lattico cotto e tostato.,lattico cotto e tostato,lattico cotto e tostato,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P1a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P1a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P1b_310_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,7.24
Aroma,TN313_2019-02-20,863.0,TN313,C0H,Q_09,2019-02-20,2019,OK,Leggero sentore di formaggio cotto.,leggero un po da formaggio cotto,leggero un po da formaggio cotto,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P2a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P2a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2b_313_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,7.24
Aroma,TN313_2019-02-20,,TN313,C0H,TG_04,2019-02-20,2019,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P2a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P2a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2b_313_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,7
Aroma,TN313_2019-02-20,,TN313,C0H,TG_05,2019-02-20,2019,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P2a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P2a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2b_313_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,6.22
Aroma,TN313_2019-02-20,864.0,TN313,C0H,TG_11,2019-02-20,2019,OK,Crosta di formaggio.,crosta di formaggio,crosta di formaggio,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P2a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P2a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2b_313_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,6.76
Aroma,TN313_2019-02-20,865.0,TN313,C0H,TG_12,2019-02-20,2019,OK,Crosta.,crosta,crosta,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P2a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P2a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2b_313_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,6.46
Aroma,TN313_2019-02-20,,TN313,C0H,TG_13,2019-02-20,2019,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P2a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P2a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2b_313_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,6.52
Aroma,TN313_2019-02-20,866.0,TN313,C0H,TG_14,2019-02-20,2019,OK,"Crosta, cotto e ossidato.","crosta, cotto e ossidato","crosta, cotto e ossidato",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P2a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P2a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2b_313_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,5.98
Aroma,TN313_2019-02-20,867.0,TN313,C0H,TG_20,2019-02-20,2019,OK,"Lattico prevalente, burro fuso, latte cotto, brodo di carne e nota vegetale di fieno.","lattico prevalente, burro fuso, latte cotto, brodo di carne, nota vegetale di fieno","lattico prevalente, burro fuso, latte cotto, brodo di carne, nota vegetale di fieno",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P2a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P2a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2b_313_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,8.02
Aroma,TN313_2019-02-20,,TN313,C0H,TG_26,2019-02-20,2019,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P2a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P2a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2b_313_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,6.76
Aroma,TN313_2019-02-20,868.0,TN313,C0H,TG_35,2019-02-20,2019,OK,Formaggio fuso.,formaggio fuso,formaggio fuso,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P2a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P2a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P2b_313_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,6.94
Aroma,TN314_2019-02-20,869.0,TN314,C0I,Q_09,2019-02-20,2019,OK,Panna.,panna,panna,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P3a_314_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P3a_314_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3a_314_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3b_314_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3a_314_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3b_314_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,7.66
Aroma,TN314_2019-02-20,870.0,TN314,C0I,TG_04,2019-02-20,2019,OK,L'intensita aromatica tende a zero.,tende a zero,tende a zero,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P3a_314_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P3a_314_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3a_314_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3b_314_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3a_314_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3b_314_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,6.1
Aroma,TN314_2019-02-20,,TN314,C0I,TG_05,2019-02-20,2019,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P3a_314_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P3a_314_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3a_314_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3b_314_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3a_314_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3b_314_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,6.46
Aroma,TN314_2019-02-20,871.0,TN314,C0I,TG_11,2019-02-20,2019,OK,"Sentore di burro, con una leggera nota piccante.","sentore di burro, ma resta un po di piccante","sentore di burro, ma resta un po di piccante",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P3a_314_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P3a_314_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3a_314_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3b_314_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3a_314_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3b_314_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,6.64
Aroma,TN314_2019-02-20,,TN314,C0I,TG_12,2019-02-20,2019,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P3a_314_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P3a_314_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3a_314_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3b_314_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3a_314_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3b_314_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,8.02
Aroma,TN314_2019-02-20,872.0,TN314,C0I,TG_13,2019-02-20,2019,OK,Burro fuso.,burro fuso,burro fuso,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P3a_314_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P3a_314_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3a_314_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3b_314_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3a_314_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3b_314_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,8.02
Aroma,TN314_2019-02-20,873.0,TN314,C0I,TG_14,2019-02-20,2019,OK,"Crosta e ossidato, con note bruciate.","crosta e ossidato, bruciato","crosta e ossidato, bruciato",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P3a_314_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P3a_314_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3a_314_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3b_314_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3a_314_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3b_314_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,5.98
Aroma,TN314_2019-02-20,874.0,TN314,C0I,TG_20,2019-02-20,2019,OK,"Frutta tropicale, ananas, frutta matura, quasi fermentata, con nota lattica di burro fuso.","frutta tropicale, ananas, frutta matura, quasi fermentata, nota lattica di burro fuso","frutta tropicale, ananas, frutta matura, quasi fermentata, nota lattica di burro fuso",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P3a_314_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P3a_314_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3a_314_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3b_314_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3a_314_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P3b_314_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,6.76
